,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
141,tket,50.0,4.0,default/gate_count/i_20_cnt_50,57.0,36.0,4.0,61.0,0.0,0.0,-0.05410289764404297,12.0
142,qiskit,50.0,4.0,default/gate_count/i_20_cnt_50,64.0,44.0,8.0,72.0,0.0,0.0,-0.019869565963745117,14.0
143,tpar,50.0,4.0,default/gate_count/i_20_cnt_50,94.0,66.0,4.0,98.0,0.0,0.0,-0.07956814765930176,48.0
144,voqc,50.0,4.0,default/gate_count/i_20_cnt_50,84.0,62.0,4.0,88.0,0.0,0.0,-0.1102294921875,14.0
145,qfast,50.0,4.0,default/gate_count/i_20_cnt_50,30.0,36.0,42.0,72.0,0.0,0.0,-3.21258544921875,10.0
146,pyzx,50.0,4.0,default/gate_count/i_20_cnt_50,34.0,34.0,4.0,38.0,0.0,0.0,-0.0628662109375,18.0
147,default,50.0,4.0,default/gate_count/i_21_cnt_50,66.0,38.0,10.0,76.0,0.0,0.0,-4.76837158203125e-07,12.0
148,tket,50.0,4.0,default/gate_count/i_21_cnt_50,33.0,22.0,6.0,39.0,0.0,0.0,-0.0519258975982666,7.0
149,qiskit,50.0,4.0,default/gate_count/i_21_cnt_50,66.0,38.0,10.0,76.0,0.0,0.0,-0.01849532127380371,12.0
150,tpar,50.0,4.0,default/gate_count/i_21_cnt_50,64.0,43.0,6.0,70.0,0.0,0.0,-0.07264447212219238,34.0
151,voqc,50.0,4.0,default/gate_count/i_21_cnt_50,70.0,43.0,6.0,76.0,0.0,0.0,-0.10671877861022949,12.0
152,qfast,50.0,4.0,default/gate_count/i_21_cnt_50,57.0,80.0,75.0,132.0,0.0,0.0,-7.206937313079834,19.0
153,pyzx,50.0,4.0,default/gate_count/i_21_cnt_50,48.0,38.0,6.0,54.0,0.0,0.0,-0.06569290161132812,20.0
154,default,50.0,4.0,default/gate_count/i_22_cnt_50,66.0,36.0,12.0,78.0,0.0,0.0,-7.152557373046875e-07,14.0
155,tket,50.0,4.0,default/gate_count/i_22_cnt_50,58.0,28.0,8.0,66.0,0.0,0.0,-0.0551455020904541,11.0
156,qiskit,50.0,4.0,default/gate_count/i_22_cnt_50,64.0,30.0,12.0,76.0,0.0,0.0,-0.01874518394470215,12.0
157,tpar,50.0,4.0,default/gate_count/i_22_cnt_50,76.0,54.0,8.0,84.0,0.0,0.0,-0.07615280151367188,39.0
158,voqc,50.0,4.0,default/gate_count/i_22_cnt_50,92.0,42.0,8.0,100.0,0.0,0.0,-0.11066603660583496,12.0
159,qfast,50.0,4.0,default/gate_count/i_22_cnt_50,75.0,116.0,105.0,180.0,0.0,0.0,-88.54916977882385,25.0
160,pyzx,50.0,4.0,default/gate_count/i_22_cnt_50,50.0,39.0,8.0,58.0,0.0,0.0,-0.06600046157836914,24.0
161,default,50.0,4.0,default/gate_count/i_23_cnt_50,58.0,39.0,18.0,76.0,0.0,0.0,-4.76837158203125e-07,10.0
162,tket,50.0,4.0,default/gate_count/i_23_cnt_50,36.0,24.0,7.0,43.0,0.0,0.0,-0.0506749153137207,8.0
163,qiskit,50.0,4.0,default/gate_count/i_23_cnt_50,56.0,37.0,18.0,74.0,0.0,0.0,-0.016849994659423828,8.0
164,tpar,50.0,4.0,default/gate_count/i_23_cnt_50,54.0,37.0,6.0,60.0,0.0,0.0,-0.06784296035766602,21.0
165,voqc,50.0,4.0,default/gate_count/i_23_cnt_50,77.0,52.0,6.0,83.0,0.0,0.0,-0.10553526878356934,8.0
166,qfast,50.0,4.0,default/gate_count/i_23_cnt_50,18.0,25.0,26.0,44.0,0.0,0.0,-1.4173800945281982,6.0
167,pyzx,50.0,4.0,default/gate_count/i_23_cnt_50,32.0,25.0,6.0,38.0,0.0,0.0,-0.05902552604675293,14.0
168,default,50.0,4.0,default/gate_count/i_24_cnt_50,68.0,36.0,12.0,80.0,0.0,0.0,-4.76837158203125e-07,15.0
169,tket,50.0,4.0,default/gate_count/i_24_cnt_50,50.0,35.0,10.0,60.0,0.0,0.0,-0.05371975898742676,13.0
170,qiskit,50.0,4.0,default/gate_count/i_24_cnt_50,68.0,36.0,12.0,80.0,0.0,0.0,-0.019830942153930664,15.0
171,tpar,50.0,4.0,default/gate_count/i_24_cnt_50,79.0,53.0,10.0,89.0,0.0,0.0,-0.07616877555847168,36.0
172,voqc,50.0,4.0,default/gate_count/i_24_cnt_50,105.0,57.0,10.0,115.0,0.0,0.0,-0.11606836318969727,15.0
173,qfast,50.0,4.0,default/gate_count/i_24_cnt_50,81.0,128.0,109.0,190.0,0.0,0.0,-52.39409899711609,27.0
174,pyzx,50.0,4.0,default/gate_count/i_24_cnt_50,46.0,41.0,10.0,56.0,0.0,0.0,-0.1327192783355713,25.0
175,default,50.0,4.0,default/gate_count/i_25_cnt_50,66.0,44.0,12.0,78.0,0.0,0.0,-4.76837158203125e-07,15.0
176,tket,50.0,4.0,default/gate_count/i_25_cnt_50,59.0,37.0,14.0,73.0,0.0,0.0,-0.05663418769836426,9.0
177,qiskit,50.0,4.0,default/gate_count/i_25_cnt_50,64.0,44.0,12.0,76.0,0.0,0.0,-0.019884347915649414,13.0
178,tpar,50.0,4.0,default/gate_count/i_25_cnt_50,72.0,55.0,10.0,82.0,0.0,0.0,-0.07496023178100586,29.0
179,voqc,50.0,4.0,default/gate_count/i_25_cnt_50,96.0,69.0,10.0,106.0,0.0,0.0,-0.1129920482635498,13.0
180,qfast,50.0,4.0,default/gate_count/i_25_cnt_50,87.0,116.0,111.0,198.0,0.0,0.0,-24.49741530418396,29.0
181,pyzx,50.0,4.0,default/gate_count/i_25_cnt_50,42.0,39.0,8.0,50.0,0.0,0.0,-0.12880730628967285,19.0
182,default,50.0,4.0,default/gate_count/i_26_cnt_50,67.0,39.0,11.0,78.0,0.0,0.0,-4.76837158203125e-07,14.0
183,tket,50.0,4.0,default/gate_count/i_26_cnt_50,37.0,25.0,7.0,44.0,0.0,0.0,-0.051018714904785156,9.0
184,qiskit,50.0,4.0,default/gate_count/i_26_cnt_50,63.0,37.0,11.0,74.0,0.0,0.0,-0.01993584632873535,10.0
185,tpar,50.0,4.0,default/gate_count/i_26_cnt_50,55.0,34.0,7.0,62.0,0.0,0.0,-0.06943225860595703,20.0
186,voqc,50.0,4.0,default/gate_count/i_26_cnt_50,80.0,45.0,7.0,87.0,0.0,0.0,-0.1081552505493164,10.0
187,qfast,50.0,4.0,default/gate_count/i_26_cnt_50,27.0,39.0,37.0,64.0,0.0,0.0,-3.483884572982788,9.0
188,pyzx,50.0,4.0,default/gate_count/i_26_cnt_50,33.0,19.0,7.0,40.0,0.0,0.0,-0.12419342994689941,14.0
