,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
169,tket,50.0,3.0,default/qubits/i_24_num_qubits_3,59.0,45.0,11.0,70.0,0.0,0.0,-0.056218862533569336,10.0
170,qiskit,50.0,3.0,default/qubits/i_24_num_qubits_3,59.0,49.0,13.0,72.0,0.0,0.0,-0.019596576690673828,16.0
171,tpar,50.0,3.0,default/qubits/i_24_num_qubits_3,73.0,61.0,11.0,84.0,0.0,0.0,-0.13799118995666504,32.0
172,voqc,50.0,3.0,default/qubits/i_24_num_qubits_3,79.0,62.0,11.0,90.0,0.0,0.0,-0.11023616790771484,14.0
173,qfast,50.0,3.0,default/qubits/i_24_num_qubits_3,27.0,29.0,24.0,51.0,0.0,0.0,-1.275540828704834,8.0
174,pyzx,50.0,3.0,default/qubits/i_24_num_qubits_3,41.0,36.0,9.0,50.0,0.0,0.0,-0.0666494369506836,17.0
175,default,50.0,3.0,default/qubits/i_25_num_qubits_3,43.0,38.0,17.0,60.0,0.0,0.0,-9.5367431640625e-07,12.0
176,tket,50.0,3.0,default/qubits/i_25_num_qubits_3,45.0,30.0,7.0,52.0,0.0,0.0,-0.050136566162109375,7.0
177,qiskit,50.0,3.0,default/qubits/i_25_num_qubits_3,39.0,33.0,17.0,56.0,0.0,0.0,-0.015018463134765625,8.0
178,tpar,50.0,3.0,default/qubits/i_25_num_qubits_3,41.0,40.0,7.0,48.0,0.0,0.0,-0.13022208213806152,20.0
179,voqc,50.0,3.0,default/qubits/i_25_num_qubits_3,41.0,34.0,7.0,48.0,0.0,0.0,-0.09811091423034668,8.0
180,qfast,50.0,3.0,default/qubits/i_25_num_qubits_3,24.0,35.0,27.0,51.0,0.0,0.0,-1.1207756996154785,8.0
181,pyzx,50.0,3.0,default/qubits/i_25_num_qubits_3,38.0,33.0,7.0,45.0,0.0,0.0,-0.060452938079833984,14.0
182,default,50.0,3.0,default/qubits/i_26_num_qubits_3,55.0,40.0,17.0,72.0,0.0,0.0,-4.76837158203125e-07,10.0
183,tket,50.0,3.0,default/qubits/i_26_num_qubits_3,23.0,18.0,5.0,28.0,0.0,0.0,-0.04773998260498047,5.0
184,qiskit,50.0,3.0,default/qubits/i_26_num_qubits_3,53.0,40.0,17.0,70.0,0.0,0.0,-0.015868186950683594,8.0
185,tpar,50.0,3.0,default/qubits/i_26_num_qubits_3,49.0,34.0,5.0,54.0,0.0,0.0,-0.12730693817138672,7.0
186,voqc,50.0,3.0,default/qubits/i_26_num_qubits_3,52.0,38.0,5.0,57.0,0.0,0.0,-0.09673118591308594,6.0
187,qfast,50.0,3.0,default/qubits/i_26_num_qubits_3,26.0,28.0,13.0,39.0,0.0,0.0,-0.32547426223754883,6.0
188,pyzx,50.0,3.0,default/qubits/i_26_num_qubits_3,28.0,29.0,5.0,33.0,0.0,0.0,-0.058211565017700195,14.0
189,default,50.0,3.0,default/qubits/i_27_num_qubits_3,66.0,46.0,16.0,82.0,0.0,0.0,-7.152557373046875e-07,12.0
190,tket,50.0,3.0,default/qubits/i_27_num_qubits_3,45.0,35.0,8.0,53.0,0.0,0.0,-0.05308818817138672,8.0
191,qiskit,50.0,3.0,default/qubits/i_27_num_qubits_3,64.0,44.0,16.0,80.0,0.0,0.0,-0.01971292495727539,10.0
192,tpar,50.0,3.0,default/qubits/i_27_num_qubits_3,72.0,53.0,8.0,80.0,0.0,0.0,-0.13465380668640137,26.0
193,voqc,50.0,3.0,default/qubits/i_27_num_qubits_3,109.0,73.0,8.0,117.0,0.0,0.0,-0.11429476737976074,10.0
