,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
192,tpar,50.0,4.0,default/tprob/i_27_t_pr_0.1,79.0,63.0,7.0,86.0,0.0,0.1,-0.0785055160522461,45.0
193,voqc,50.0,4.0,default/tprob/i_27_t_pr_0.1,69.0,39.0,7.0,76.0,0.0,0.1,-0.16775846481323242,12.0
194,qfast,50.0,4.0,default/tprob/i_27_t_pr_0.1,45.0,63.0,61.0,106.0,0.0,0.1,-7.941267967224121,15.0
195,pyzx,50.0,4.0,default/tprob/i_27_t_pr_0.1,34.0,22.0,7.0,41.0,0.0,0.1,-0.059953927993774414,12.0
196,default,50.0,4.0,default/tprob/i_28_t_pr_0.1,75.0,42.0,3.0,78.0,0.0,0.1,-4.76837158203125e-07,21.0
197,tket,50.0,4.0,default/tprob/i_28_t_pr_0.1,45.0,28.0,3.0,48.0,0.0,0.1,-0.056269168853759766,11.0
198,qiskit,50.0,4.0,default/tprob/i_28_t_pr_0.1,73.0,40.0,3.0,76.0,0.0,0.1,-0.020768404006958008,19.0
199,tpar,50.0,4.0,default/tprob/i_28_t_pr_0.1,80.0,55.0,3.0,83.0,0.0,0.1,-0.07961440086364746,39.0
200,voqc,50.0,4.0,default/tprob/i_28_t_pr_0.1,108.0,56.0,3.0,111.0,0.0,0.1,-0.17615842819213867,17.0
201,qfast,50.0,4.0,default/tprob/i_28_t_pr_0.1,45.0,71.0,61.0,106.0,0.0,0.1,-9.782745599746704,15.0
202,pyzx,50.0,4.0,default/tprob/i_28_t_pr_0.1,41.0,29.0,3.0,44.0,0.0,0.1,-0.06449174880981445,19.0
203,default,50.0,4.0,default/tprob/i_29_t_pr_0.1,70.0,50.0,4.0,74.0,0.0,0.1,-9.5367431640625e-07,18.0
204,tket,50.0,4.0,default/tprob/i_29_t_pr_0.1,41.0,29.0,4.0,45.0,0.0,0.1,-0.0554044246673584,12.0
205,qiskit,50.0,4.0,default/tprob/i_29_t_pr_0.1,70.0,50.0,4.0,74.0,0.0,0.1,-0.023723602294921875,18.0
206,tpar,50.0,4.0,default/tprob/i_29_t_pr_0.1,64.0,44.0,4.0,68.0,0.0,0.1,-0.07523918151855469,29.0
207,voqc,50.0,4.0,default/tprob/i_29_t_pr_0.1,84.0,69.0,4.0,88.0,0.0,0.1,-0.17510342597961426,18.0
208,qfast,50.0,4.0,default/tprob/i_29_t_pr_0.1,42.0,57.0,58.0,100.0,0.0,0.1,-10.275879144668579,14.0
209,pyzx,50.0,4.0,default/tprob/i_29_t_pr_0.1,41.0,38.0,4.0,45.0,0.0,0.1,-0.0660398006439209,20.0
210,default,50.0,4.0,default/tprob/i_30_t_pr_0.1,74.0,39.0,4.0,78.0,0.0,0.1,-4.76837158203125e-07,19.0
211,tket,50.0,4.0,default/tprob/i_30_t_pr_0.1,62.0,33.0,4.0,66.0,0.0,0.1,-0.05884695053100586,11.0
212,qiskit,50.0,4.0,default/tprob/i_30_t_pr_0.1,72.0,37.0,4.0,76.0,0.0,0.1,-0.020317792892456055,17.0
213,tpar,50.0,4.0,default/tprob/i_30_t_pr_0.1,85.0,48.0,4.0,89.0,0.0,0.1,-0.07861495018005371,35.0
214,voqc,50.0,4.0,default/tprob/i_30_t_pr_0.1,88.0,53.0,4.0,92.0,0.0,0.1,-0.17177772521972656,15.0
215,qfast,50.0,4.0,default/tprob/i_30_t_pr_0.1,54.0,76.0,70.0,124.0,0.0,0.1,-5.546149492263794,18.0
216,pyzx,50.0,4.0,default/tprob/i_30_t_pr_0.1,33.0,22.0,4.0,37.0,0.0,0.1,-0.0625905990600586,12.0
217,default,50.0,4.0,default/tprob/i_31_t_pr_0.1,70.0,41.0,8.0,78.0,0.0,0.1,-7.152557373046875e-07,15.0
218,tket,50.0,4.0,default/tprob/i_31_t_pr_0.1,44.0,29.0,4.0,48.0,0.0,0.1,-0.05395627021789551,9.0
219,qiskit,50.0,4.0,default/tprob/i_31_t_pr_0.1,66.0,41.0,8.0,74.0,0.0,0.1,-0.01866936683654785,11.0
220,tpar,50.0,4.0,default/tprob/i_31_t_pr_0.1,69.0,44.0,4.0,73.0,0.0,0.1,-0.0724642276763916,26.0
221,voqc,50.0,4.0,default/tprob/i_31_t_pr_0.1,73.0,48.0,4.0,77.0,0.0,0.1,-0.1685793399810791,11.0
222,qfast,50.0,4.0,default/tprob/i_31_t_pr_0.1,54.0,72.0,74.0,128.0,0.0,0.1,-25.407317638397217,18.0
223,pyzx,50.0,4.0,default/tprob/i_31_t_pr_0.1,33.0,26.0,4.0,37.0,0.0,0.1,-0.06260275840759277,15.0
224,default,50.0,4.0,default/tprob/i_32_t_pr_0.1,62.0,36.0,6.0,68.0,0.0,0.1,-4.76837158203125e-07,14.0
225,tket,50.0,4.0,default/tprob/i_32_t_pr_0.1,48.0,29.0,2.0,50.0,0.0,0.1,-0.05484938621520996,12.0
226,qiskit,50.0,4.0,default/tprob/i_32_t_pr_0.1,62.0,36.0,6.0,68.0,0.0,0.1,-0.017588138580322266,14.0
227,tpar,50.0,4.0,default/tprob/i_32_t_pr_0.1,69.0,49.0,2.0,71.0,0.0,0.1,-0.07325315475463867,33.0
228,voqc,50.0,4.0,default/tprob/i_32_t_pr_0.1,78.0,51.0,2.0,80.0,0.0,0.1,-0.16555571556091309,14.0
229,qfast,50.0,4.0,default/tprob/i_32_t_pr_0.1,48.0,72.0,66.0,114.0,0.0,0.1,-8.554649829864502,16.0
230,pyzx,50.0,4.0,default/tprob/i_32_t_pr_0.1,30.0,23.0,2.0,32.0,0.0,0.1,-0.06101870536804199,18.0
231,default,50.0,4.0,default/tprob/i_33_t_pr_0.1,77.0,41.0,7.0,84.0,0.0,0.1,-7.152557373046875e-07,13.0
232,tket,50.0,4.0,default/tprob/i_33_t_pr_0.1,36.0,20.0,5.0,41.0,0.0,0.1,-0.052950143814086914,8.0
233,qiskit,50.0,4.0,default/tprob/i_33_t_pr_0.1,75.0,41.0,7.0,82.0,0.0,0.1,-0.019518136978149414,11.0
234,tpar,50.0,4.0,default/tprob/i_33_t_pr_0.1,75.0,47.0,5.0,80.0,0.0,0.1,-0.07514214515686035,24.0
235,voqc,50.0,4.0,default/tprob/i_33_t_pr_0.1,84.0,53.0,5.0,89.0,0.0,0.1,-0.17080068588256836,11.0
236,qfast,50.0,4.0,default/tprob/i_33_t_pr_0.1,60.0,104.0,80.0,140.0,0.0,0.1,-17.788617849349976,20.0
237,pyzx,50.0,4.0,default/tprob/i_33_t_pr_0.1,36.0,29.0,5.0,41.0,0.0,0.1,-0.0619051456451416,14.0
238,default,50.0,4.0,default/tprob/i_34_t_pr_0.1,88.0,53.0,4.0,92.0,0.0,0.1,-4.76837158203125e-07,13.0
239,tket,50.0,4.0,default/tprob/i_34_t_pr_0.1,40.0,28.0,2.0,42.0,0.0,0.1,-0.05502605438232422,9.0
240,qiskit,50.0,4.0,default/tprob/i_34_t_pr_0.1,88.0,53.0,4.0,92.0,0.0,0.1,-0.021718263626098633,13.0
241,tpar,50.0,4.0,default/tprob/i_34_t_pr_0.1,78.0,44.0,2.0,80.0,0.0,0.1,-0.07683181762695312,28.0
242,voqc,50.0,4.0,default/tprob/i_34_t_pr_0.1,96.0,50.0,2.0,98.0,0.0,0.1,-0.17219805717468262,13.0
243,qfast,50.0,4.0,default/tprob/i_34_t_pr_0.1,36.0,44.0,48.0,84.0,0.0,0.1,-6.540671348571777,12.0
244,pyzx,50.0,4.0,default/tprob/i_34_t_pr_0.1,39.0,27.0,2.0,41.0,0.0,0.1,-0.06554436683654785,19.0
245,default,50.0,4.0,default/tprob/i_35_t_pr_0.1,72.0,32.0,8.0,80.0,0.0,0.1,-7.152557373046875e-07,13.0
246,tket,50.0,4.0,default/tprob/i_35_t_pr_0.1,57.0,32.0,4.0,61.0,0.0,0.1,-0.0548861026763916,10.0
247,qiskit,50.0,4.0,default/tprob/i_35_t_pr_0.1,70.0,30.0,8.0,78.0,0.0,0.1,-0.020652294158935547,11.0
248,tpar,50.0,4.0,default/tprob/i_35_t_pr_0.1,79.0,40.0,4.0,83.0,0.0,0.1,-0.07665801048278809,22.0
249,voqc,50.0,4.0,default/tprob/i_35_t_pr_0.1,97.0,45.0,4.0,101.0,0.0,0.1,-0.17232728004455566,11.0
250,qfast,50.0,4.0,default/tprob/i_35_t_pr_0.1,42.0,52.0,58.0,100.0,0.0,0.1,-7.7503392696380615,14.0
251,pyzx,50.0,4.0,default/tprob/i_35_t_pr_0.1,46.0,28.0,4.0,50.0,0.0,0.1,-0.06485414505004883,20.0
252,default,50.0,4.0,default/tprob/i_36_t_pr_0.1,88.0,44.0,4.0,92.0,0.0,0.1,-7.152557373046875e-07,18.0
253,tket,50.0,4.0,default/tprob/i_36_t_pr_0.1,58.0,34.0,4.0,62.0,0.0,0.1,-0.05814313888549805,13.0
254,qiskit,50.0,4.0,default/tprob/i_36_t_pr_0.1,88.0,44.0,4.0,92.0,0.0,0.1,-0.021520137786865234,18.0
255,tpar,50.0,4.0,default/tprob/i_36_t_pr_0.1,90.0,48.0,0.0,90.0,0.0,0.1,-0.07702422142028809,32.0
256,voqc,50.0,4.0,default/tprob/i_36_t_pr_0.1,133.0,68.0,0.0,133.0,0.0,0.1,-0.1813950538635254,18.0
257,qfast,50.0,4.0,default/tprob/i_36_t_pr_0.1,24.0,39.0,34.0,58.0,0.0,0.1,-2.4720840454101562,8.0
258,pyzx,50.0,4.0,default/tprob/i_36_t_pr_0.1,28.0,18.0,0.0,28.0,0.0,0.1,-0.06898021697998047,15.0
259,default,50.0,4.0,default/tprob/i_37_t_pr_0.1,79.0,48.0,7.0,86.0,0.0,0.1,-7.152557373046875e-07,15.0
260,tket,50.0,4.0,default/tprob/i_37_t_pr_0.1,50.0,27.0,5.0,55.0,0.0,0.1,-0.061710357666015625,9.0
261,qiskit,50.0,4.0,default/tprob/i_37_t_pr_0.1,79.0,48.0,7.0,86.0,0.0,0.1,-0.02019786834716797,15.0
262,tpar,50.0,4.0,default/tprob/i_37_t_pr_0.1,99.0,67.0,5.0,104.0,0.0,0.1,-0.08164501190185547,51.0
263,voqc,50.0,4.0,default/tprob/i_37_t_pr_0.1,119.0,72.0,5.0,124.0,0.0,0.1,-0.17683839797973633,15.0
264,qfast,50.0,4.0,default/tprob/i_37_t_pr_0.1,48.0,57.0,64.0,112.0,0.0,0.1,-7.71138072013855,16.0
265,pyzx,50.0,4.0,default/tprob/i_37_t_pr_0.1,44.0,28.0,5.0,49.0,0.0,0.1,-0.06735444068908691,20.0
266,default,50.0,4.0,default/tprob/i_38_t_pr_0.1,77.0,46.0,5.0,82.0,0.0,0.1,-4.76837158203125e-07,11.0
267,tket,50.0,4.0,default/tprob/i_38_t_pr_0.1,45.0,28.0,5.0,50.0,0.0,0.1,-0.052396535873413086,10.0
268,qiskit,50.0,4.0,default/tprob/i_38_t_pr_0.1,77.0,46.0,5.0,82.0,0.0,0.1,-0.019358158111572266,11.0
269,tpar,50.0,4.0,default/tprob/i_38_t_pr_0.1,76.0,50.0,5.0,81.0,0.0,0.1,-0.0769190788269043,29.0
270,voqc,50.0,4.0,default/tprob/i_38_t_pr_0.1,72.0,47.0,5.0,77.0,0.0,0.1,-0.16654229164123535,11.0
271,qfast,50.0,4.0,default/tprob/i_38_t_pr_0.1,57.0,93.0,77.0,134.0,0.0,0.1,-10.598388910293579,19.0
272,pyzx,50.0,4.0,default/tprob/i_38_t_pr_0.1,30.0,24.0,5.0,35.0,0.0,0.1,-0.061318397521972656,14.0
273,default,50.0,4.0,default/tprob/i_39_t_pr_0.1,75.0,38.0,5.0,80.0,0.0,0.1,-9.5367431640625e-07,15.0
274,tket,50.0,4.0,default/tprob/i_39_t_pr_0.1,46.0,20.0,3.0,49.0,0.0,0.1,-0.05793952941894531,9.0
275,qiskit,50.0,4.0,default/tprob/i_39_t_pr_0.1,75.0,38.0,5.0,80.0,0.0,0.1,-0.02030777931213379,15.0
276,tpar,50.0,4.0,default/tprob/i_39_t_pr_0.1,80.0,49.0,3.0,83.0,0.0,0.1,-0.07876133918762207,31.0
277,voqc,50.0,4.0,default/tprob/i_39_t_pr_0.1,87.0,51.0,3.0,90.0,0.0,0.1,-0.17254257202148438,13.0
278,qfast,50.0,4.0,default/tprob/i_39_t_pr_0.1,48.0,79.0,64.0,112.0,0.0,0.1,-10.48852252960205,16.0
279,pyzx,50.0,4.0,default/tprob/i_39_t_pr_0.1,27.0,19.0,3.0,30.0,0.0,0.1,-0.06018996238708496,13.0
280,default,50.0,4.0,default/tprob/i_40_t_pr_0.1,86.0,41.0,2.0,88.0,0.0,0.1,-9.5367431640625e-07,16.0
281,tket,50.0,4.0,default/tprob/i_40_t_pr_0.1,64.0,31.0,4.0,68.0,0.0,0.1,-0.05907297134399414,9.0
282,qiskit,50.0,4.0,default/tprob/i_40_t_pr_0.1,84.0,41.0,2.0,86.0,0.0,0.1,-0.02145099639892578,14.0
283,tpar,50.0,4.0,default/tprob/i_40_t_pr_0.1,75.0,40.0,2.0,77.0,0.0,0.1,-0.07638311386108398,26.0
284,voqc,50.0,4.0,default/tprob/i_40_t_pr_0.1,122.0,62.0,2.0,124.0,0.0,0.1,-0.18042325973510742,14.0
285,qfast,50.0,4.0,default/tprob/i_40_t_pr_0.1,57.0,68.0,75.0,132.0,0.0,0.1,-10.279704093933105,19.0
286,pyzx,50.0,4.0,default/tprob/i_40_t_pr_0.1,45.0,28.0,2.0,47.0,0.0,0.1,-0.0675044059753418,27.0
287,default,50.0,4.0,default/tprob/i_41_t_pr_0.1,75.0,40.0,5.0,80.0,0.0,0.1,-7.152557373046875e-07,13.0
288,tket,50.0,4.0,default/tprob/i_41_t_pr_0.1,31.0,20.0,3.0,34.0,0.0,0.1,-0.05347323417663574,8.0
289,qiskit,50.0,4.0,default/tprob/i_41_t_pr_0.1,73.0,38.0,5.0,78.0,0.0,0.1,-0.01981520652770996,11.0
290,tpar,50.0,4.0,default/tprob/i_41_t_pr_0.1,72.0,48.0,3.0,75.0,0.0,0.1,-0.07350444793701172,30.0
291,voqc,50.0,4.0,default/tprob/i_41_t_pr_0.1,74.0,40.0,3.0,77.0,0.0,0.1,-0.16692781448364258,11.0
292,qfast,50.0,4.0,default/tprob/i_41_t_pr_0.1,48.0,66.0,64.0,112.0,0.0,0.1,-12.59524655342102,16.0
293,pyzx,50.0,4.0,default/tprob/i_41_t_pr_0.1,30.0,21.0,3.0,33.0,0.0,0.1,-0.059046268463134766,15.0
294,default,50.0,4.0,default/tprob/i_42_t_pr_0.1,64.0,39.0,6.0,70.0,0.0,0.1,-9.5367431640625e-07,15.0
295,tket,50.0,4.0,default/tprob/i_42_t_pr_0.1,44.0,25.0,4.0,48.0,0.0,0.1,-0.05407857894897461,12.0
296,qiskit,50.0,4.0,default/tprob/i_42_t_pr_0.1,64.0,39.0,6.0,70.0,0.0,0.1,-0.019184589385986328,15.0
297,tpar,50.0,4.0,default/tprob/i_42_t_pr_0.1,81.0,60.0,4.0,85.0,0.0,0.1,-0.07900428771972656,44.0
298,voqc,50.0,4.0,default/tprob/i_42_t_pr_0.1,83.0,55.0,4.0,87.0,0.0,0.1,-0.17180728912353516,15.0
299,qfast,50.0,4.0,default/tprob/i_42_t_pr_0.1,48.0,76.0,64.0,112.0,0.0,0.1,-5.870252370834351,16.0
300,pyzx,50.0,4.0,default/tprob/i_42_t_pr_0.1,39.0,29.0,4.0,43.0,0.0,0.1,-0.06297993659973145,15.0
301,default,50.0,4.0,default/tprob/i_43_t_pr_0.1,75.0,37.0,3.0,78.0,0.0,0.1,-7.152557373046875e-07,10.0
302,tket,50.0,4.0,default/tprob/i_43_t_pr_0.1,43.0,24.0,6.0,49.0,0.0,0.1,-0.0532526969909668,8.0
303,qiskit,50.0,4.0,default/tprob/i_43_t_pr_0.1,75.0,37.0,3.0,78.0,0.0,0.1,-0.01749730110168457,10.0
304,tpar,50.0,4.0,default/tprob/i_43_t_pr_0.1,68.0,41.0,3.0,71.0,0.0,0.1,-0.0721292495727539,24.0
305,voqc,50.0,4.0,default/tprob/i_43_t_pr_0.1,78.0,45.0,3.0,81.0,0.0,0.1,-0.16711711883544922,10.0
306,qfast,50.0,4.0,default/tprob/i_43_t_pr_0.1,39.0,55.0,53.0,92.0,0.0,0.1,-6.324222087860107,13.0
307,pyzx,50.0,4.0,default/tprob/i_43_t_pr_0.1,30.0,22.0,3.0,33.0,0.0,0.1,-0.05850982666015625,14.0
308,default,50.0,4.0,default/tprob/i_44_t_pr_0.1,73.0,39.0,3.0,76.0,0.0,0.1,-4.76837158203125e-07,13.0
309,tket,50.0,4.0,default/tprob/i_44_t_pr_0.1,41.0,21.0,3.0,44.0,0.0,0.1,-0.05422401428222656,9.0
310,qiskit,50.0,4.0,default/tprob/i_44_t_pr_0.1,73.0,39.0,3.0,76.0,0.0,0.1,-0.01864933967590332,13.0
311,tpar,50.0,4.0,default/tprob/i_44_t_pr_0.1,66.0,43.0,3.0,69.0,0.0,0.1,-0.07414388656616211,24.0
312,voqc,50.0,4.0,default/tprob/i_44_t_pr_0.1,82.0,45.0,3.0,85.0,0.0,0.1,-0.16992712020874023,13.0
313,qfast,50.0,4.0,default/tprob/i_44_t_pr_0.1,45.0,69.0,61.0,106.0,0.0,0.1,-6.962117910385132,15.0
314,pyzx,50.0,4.0,default/tprob/i_44_t_pr_0.1,36.0,26.0,3.0,39.0,0.0,0.1,-0.061897993087768555,17.0
315,default,50.0,4.0,default/tprob/i_45_t_pr_0.1,68.0,41.0,6.0,74.0,0.0,0.1,-7.152557373046875e-07,14.0
316,tket,50.0,4.0,default/tprob/i_45_t_pr_0.1,41.0,19.0,2.0,43.0,0.0,0.1,-0.0549008846282959,8.0
317,qiskit,50.0,4.0,default/tprob/i_45_t_pr_0.1,66.0,39.0,6.0,72.0,0.0,0.1,-0.0187835693359375,12.0
318,tpar,50.0,4.0,default/tprob/i_45_t_pr_0.1,82.0,61.0,2.0,84.0,0.0,0.1,-0.07521796226501465,38.0
319,voqc,50.0,4.0,default/tprob/i_45_t_pr_0.1,88.0,54.0,2.0,90.0,0.0,0.1,-0.16843914985656738,12.0
320,qfast,50.0,4.0,default/tprob/i_45_t_pr_0.1,54.0,84.0,72.0,126.0,0.0,0.1,-13.190523147583008,18.0
321,pyzx,50.0,4.0,default/tprob/i_45_t_pr_0.1,33.0,24.0,2.0,35.0,0.0,0.1,-0.06028151512145996,18.0
322,default,50.0,4.0,default/tprob/i_46_t_pr_0.1,92.0,40.0,4.0,96.0,0.0,0.1,-7.152557373046875e-07,12.0
323,tket,50.0,4.0,default/tprob/i_46_t_pr_0.1,61.0,27.0,8.0,69.0,0.0,0.1,-0.055126190185546875,10.0
324,qiskit,50.0,4.0,default/tprob/i_46_t_pr_0.1,92.0,40.0,4.0,96.0,0.0,0.1,-0.0217132568359375,12.0
325,tpar,50.0,4.0,default/tprob/i_46_t_pr_0.1,87.0,47.0,4.0,91.0,0.0,0.1,-0.07861208915710449,25.0
326,voqc,50.0,4.0,default/tprob/i_46_t_pr_0.1,135.0,67.0,4.0,139.0,0.0,0.1,-0.17951083183288574,12.0
327,qfast,50.0,4.0,default/tprob/i_46_t_pr_0.1,45.0,55.0,59.0,104.0,0.0,0.1,-4.730452537536621,15.0
328,pyzx,50.0,4.0,default/tprob/i_46_t_pr_0.1,44.0,32.0,4.0,48.0,0.0,0.1,-0.06639385223388672,19.0
329,default,50.0,4.0,default/tprob/i_47_t_pr_0.1,73.0,47.0,5.0,78.0,0.0,0.1,-4.76837158203125e-07,19.0
330,tket,50.0,4.0,default/tprob/i_47_t_pr_0.1,66.0,31.0,5.0,71.0,0.0,0.1,-0.059320688247680664,10.0
331,qiskit,50.0,4.0,default/tprob/i_47_t_pr_0.1,73.0,47.0,5.0,78.0,0.0,0.1,-0.02125072479248047,19.0
332,tpar,50.0,4.0,default/tprob/i_47_t_pr_0.1,95.0,67.0,5.0,100.0,0.0,0.1,-0.08235788345336914,61.0
333,voqc,50.0,4.0,default/tprob/i_47_t_pr_0.1,96.0,63.0,5.0,101.0,0.0,0.1,-0.17652034759521484,19.0
334,qfast,50.0,4.0,default/tprob/i_47_t_pr_0.1,51.0,66.0,69.0,120.0,0.0,0.1,-12.344520092010498,17.0
335,pyzx,50.0,4.0,default/tprob/i_47_t_pr_0.1,36.0,32.0,5.0,41.0,0.0,0.1,-0.063079833984375,19.0
336,default,50.0,4.0,default/tprob/i_48_t_pr_0.1,69.0,41.0,5.0,74.0,0.0,0.1,-4.76837158203125e-07,17.0
337,tket,50.0,4.0,default/tprob/i_48_t_pr_0.1,32.0,26.0,3.0,35.0,0.0,0.1,-0.05183219909667969,11.0
338,qiskit,50.0,4.0,default/tprob/i_48_t_pr_0.1,67.0,41.0,5.0,72.0,0.0,0.1,-0.0187838077545166,15.0
339,tpar,50.0,4.0,default/tprob/i_48_t_pr_0.1,79.0,52.0,3.0,82.0,0.0,0.1,-0.13927865028381348,35.0
340,voqc,50.0,4.0,default/tprob/i_48_t_pr_0.1,74.0,56.0,3.0,77.0,0.0,0.1,-0.10587167739868164,15.0
341,qfast,50.0,4.0,default/tprob/i_48_t_pr_0.1,45.0,65.0,61.0,106.0,0.0,0.1,-6.40296196937561,15.0
342,pyzx,50.0,4.0,default/tprob/i_48_t_pr_0.1,36.0,27.0,3.0,39.0,0.0,0.1,-0.061829566955566406,18.0
343,default,50.0,4.0,default/tprob/i_49_t_pr_0.1,55.0,41.0,7.0,62.0,0.0,0.1,-7.152557373046875e-07,22.0
344,tket,50.0,4.0,default/tprob/i_49_t_pr_0.1,34.0,28.0,3.0,37.0,0.0,0.1,-0.05115175247192383,12.0
345,qiskit,50.0,4.0,default/tprob/i_49_t_pr_0.1,51.0,40.0,7.0,58.0,0.0,0.1,-0.018087387084960938,18.0
346,tpar,50.0,4.0,default/tprob/i_49_t_pr_0.1,45.0,29.0,3.0,48.0,0.0,0.1,-0.0694580078125,23.0
347,voqc,50.0,4.0,default/tprob/i_49_t_pr_0.1,56.0,47.0,3.0,59.0,0.0,0.1,-0.16509294509887695,18.0
348,qfast,50.0,4.0,default/tprob/i_49_t_pr_0.1,69.0,113.0,89.0,158.0,0.0,0.1,-21.63787269592285,23.0
349,pyzx,50.0,4.0,default/tprob/i_49_t_pr_0.1,35.0,26.0,3.0,38.0,0.0,0.1,-0.06322073936462402,19.0
350,default,50.0,4.0,default/tprob/i_0_t_pr_0.3,68.0,42.0,16.0,84.0,0.0,0.3,-9.5367431640625e-07,9.0
351,tket,50.0,4.0,default/tprob/i_0_t_pr_0.3,29.0,17.0,2.0,31.0,0.0,0.3,-0.05112957954406738,4.0
352,qiskit,50.0,4.0,default/tprob/i_0_t_pr_0.3,66.0,32.0,16.0,82.0,0.0,0.3,-0.01753091812133789,7.0
353,tpar,50.0,4.0,default/tprob/i_0_t_pr_0.3,49.0,26.0,2.0,51.0,0.0,0.3,-0.06740069389343262,12.0
354,voqc,50.0,4.0,default/tprob/i_0_t_pr_0.3,76.0,38.0,2.0,78.0,0.0,0.3,-0.16428613662719727,7.0
355,qfast,50.0,4.0,default/tprob/i_0_t_pr_0.3,27.0,40.0,39.0,66.0,0.0,0.3,-6.072693586349487,9.0
356,pyzx,50.0,4.0,default/tprob/i_0_t_pr_0.3,27.0,17.0,2.0,29.0,0.0,0.3,-0.05701136589050293,8.0
357,default,50.0,4.0,default/tprob/i_1_t_pr_0.3,55.0,27.0,17.0,72.0,0.0,0.3,-4.76837158203125e-07,10.0
358,tket,50.0,4.0,default/tprob/i_1_t_pr_0.3,38.0,23.0,11.0,49.0,0.0,0.3,-0.05100655555725098,8.0
359,qiskit,50.0,4.0,default/tprob/i_1_t_pr_0.3,53.0,27.0,17.0,70.0,0.0,0.3,-0.0170748233795166,8.0
360,tpar,50.0,4.0,default/tprob/i_1_t_pr_0.3,66.0,42.0,11.0,77.0,0.0,0.3,-0.07542109489440918,27.0
361,voqc,50.0,4.0,default/tprob/i_1_t_pr_0.3,69.0,31.0,11.0,80.0,0.0,0.3,-0.1677229404449463,8.0
362,qfast,50.0,4.0,default/tprob/i_1_t_pr_0.3,90.0,140.0,116.0,206.0,0.0,0.3,-50.382460594177246,30.0
363,pyzx,50.0,4.0,default/tprob/i_1_t_pr_0.3,47.0,39.0,11.0,58.0,0.0,0.3,-0.065032958984375,20.0
364,default,50.0,4.0,default/tprob/i_2_t_pr_0.3,59.0,40.0,15.0,74.0,0.0,0.3,-9.5367431640625e-07,12.0
365,tket,50.0,4.0,default/tprob/i_2_t_pr_0.3,42.0,28.0,7.0,49.0,0.0,0.3,-0.05225419998168945,10.0
366,qiskit,50.0,4.0,default/tprob/i_2_t_pr_0.3,59.0,40.0,15.0,74.0,0.0,0.3,-0.018229007720947266,12.0
367,tpar,50.0,4.0,default/tprob/i_2_t_pr_0.3,62.0,45.0,7.0,69.0,0.0,0.3,-0.07410454750061035,26.0
368,voqc,50.0,4.0,default/tprob/i_2_t_pr_0.3,81.0,58.0,7.0,88.0,0.0,0.3,-0.17104148864746094,12.0
369,qfast,50.0,4.0,default/tprob/i_2_t_pr_0.3,48.0,71.0,64.0,112.0,0.0,0.3,-13.913594484329224,16.0
370,pyzx,50.0,4.0,default/tprob/i_2_t_pr_0.3,36.0,30.0,7.0,43.0,0.0,0.3,-0.060816049575805664,13.0
371,default,50.0,4.0,default/tprob/i_3_t_pr_0.3,58.0,34.0,16.0,74.0,0.0,0.3,-7.152557373046875e-07,13.0
372,tket,50.0,4.0,default/tprob/i_3_t_pr_0.3,56.0,28.0,8.0,64.0,0.0,0.3,-0.05521106719970703,12.0
373,qiskit,50.0,4.0,default/tprob/i_3_t_pr_0.3,58.0,34.0,16.0,74.0,0.0,0.3,-0.021029233932495117,13.0
374,tpar,50.0,4.0,default/tprob/i_3_t_pr_0.3,73.0,54.0,8.0,81.0,0.0,0.3,-0.08120203018188477,36.0
375,voqc,50.0,4.0,default/tprob/i_3_t_pr_0.3,83.0,44.0,8.0,91.0,0.0,0.3,-0.1745903491973877,13.0
376,qfast,50.0,4.0,default/tprob/i_3_t_pr_0.3,39.0,52.0,55.0,94.0,0.0,0.3,-7.847903728485107,13.0
377,pyzx,50.0,4.0,default/tprob/i_3_t_pr_0.3,40.0,26.0,8.0,48.0,0.0,0.3,-0.06551885604858398,19.0
378,default,50.0,4.0,default/tprob/i_4_t_pr_0.3,45.0,32.0,17.0,62.0,0.0,0.3,-7.152557373046875e-07,15.0
379,tket,50.0,4.0,default/tprob/i_4_t_pr_0.3,47.0,29.0,7.0,54.0,0.0,0.3,-0.05319023132324219,12.0
380,qiskit,50.0,4.0,default/tprob/i_4_t_pr_0.3,43.0,30.0,17.0,60.0,0.0,0.3,-0.01689767837524414,13.0
381,tpar,50.0,4.0,default/tprob/i_4_t_pr_0.3,75.0,57.0,7.0,82.0,0.0,0.3,-0.07678580284118652,44.0
382,voqc,50.0,4.0,default/tprob/i_4_t_pr_0.3,49.0,31.0,7.0,56.0,0.0,0.3,-0.16272950172424316,13.0
383,qfast,50.0,4.0,default/tprob/i_4_t_pr_0.3,57.0,74.0,77.0,134.0,0.0,0.3,-15.292969465255737,19.0
384,pyzx,50.0,4.0,default/tprob/i_4_t_pr_0.3,38.0,30.0,7.0,45.0,0.0,0.3,-0.06099081039428711,17.0
385,default,50.0,4.0,default/tprob/i_5_t_pr_0.3,67.0,33.0,15.0,82.0,0.0,0.3,-4.76837158203125e-07,6.0
386,tket,50.0,4.0,default/tprob/i_5_t_pr_0.3,44.0,24.0,7.0,51.0,0.0,0.3,-0.05201244354248047,6.0
387,qiskit,50.0,4.0,default/tprob/i_5_t_pr_0.3,67.0,33.0,15.0,82.0,0.0,0.3,-0.017974138259887695,6.0
