,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,time_diff[s],two_qubit_count
227,tpar,50.0,3.0,qubits/i_32_num_qubits_3,61.0,48.0,5.0,66.0,-0.1323249340057373,21.0
228,voqc,50.0,3.0,qubits/i_32_num_qubits_3,91.0,60.0,5.0,96.0,-0.10750126838684082,10.0
229,qfast,50.0,3.0,qubits/i_32_num_qubits_3,28.0,30.0,17.0,45.0,-0.9970746040344238,7.0
230,pyzx,50.0,3.0,qubits/i_32_num_qubits_3,30.0,28.0,5.0,35.0,-0.05868649482727051,13.0
231,default,50.0,3.0,qubits/i_33_num_qubits_3,66.0,52.0,12.0,78.0,-4.76837158203125e-07,13.0
232,tket,50.0,3.0,qubits/i_33_num_qubits_3,49.0,27.0,9.0,58.0,-0.054390907287597656,6.0
233,qiskit,50.0,3.0,qubits/i_33_num_qubits_3,66.0,52.0,12.0,78.0,-0.0180666446685791,13.0
234,tpar,50.0,3.0,qubits/i_33_num_qubits_3,75.0,59.0,6.0,81.0,-0.1359715461730957,25.0
235,voqc,50.0,3.0,qubits/i_33_num_qubits_3,85.0,61.0,6.0,91.0,-0.10788583755493164,13.0
236,qfast,50.0,3.0,qubits/i_33_num_qubits_3,21.0,27.0,24.0,45.0,-0.873359203338623,7.0
237,pyzx,50.0,3.0,qubits/i_33_num_qubits_3,30.0,24.0,6.0,36.0,-0.06338119506835938,11.0
238,default,50.0,3.0,qubits/i_34_num_qubits_3,72.0,37.0,12.0,84.0,-4.76837158203125e-07,9.0
239,tket,50.0,3.0,qubits/i_34_num_qubits_3,45.0,28.0,7.0,52.0,-0.05074119567871094,6.0
240,qiskit,50.0,3.0,qubits/i_34_num_qubits_3,70.0,35.0,12.0,82.0,-0.017796754837036133,7.0
241,tpar,50.0,3.0,qubits/i_34_num_qubits_3,68.0,40.0,6.0,74.0,-0.13174891471862793,13.0
242,voqc,50.0,3.0,qubits/i_34_num_qubits_3,78.0,41.0,6.0,84.0,-0.10328030586242676,7.0
243,qfast,50.0,3.0,qubits/i_34_num_qubits_3,21.0,27.0,24.0,45.0,-0.754753828048706,7.0
244,pyzx,50.0,3.0,qubits/i_34_num_qubits_3,38.0,31.0,6.0,44.0,-0.06118130683898926,16.0
245,default,50.0,3.0,qubits/i_35_num_qubits_3,56.0,45.0,14.0,70.0,-7.152557373046875e-07,13.0
246,tket,50.0,3.0,qubits/i_35_num_qubits_3,41.0,25.0,8.0,49.0,-0.05341172218322754,5.0
247,qiskit,50.0,3.0,qubits/i_35_num_qubits_3,56.0,45.0,14.0,70.0,-0.01681041717529297,13.0
248,tpar,50.0,3.0,qubits/i_35_num_qubits_3,62.0,48.0,4.0,66.0,-0.13280963897705078,26.0
249,voqc,50.0,3.0,qubits/i_35_num_qubits_3,69.0,49.0,4.0,73.0,-0.10221552848815918,11.0
250,qfast,50.0,3.0,qubits/i_35_num_qubits_3,27.0,35.0,24.0,51.0,-1.001265525817871,8.0
251,pyzx,50.0,3.0,qubits/i_35_num_qubits_3,31.0,25.0,4.0,35.0,-0.057970523834228516,12.0
252,default,50.0,3.0,qubits/i_36_num_qubits_3,72.0,41.0,10.0,82.0,-4.76837158203125e-07,9.0
253,tket,50.0,3.0,qubits/i_36_num_qubits_3,41.0,26.0,8.0,49.0,-0.05126214027404785,6.0
254,qiskit,50.0,3.0,qubits/i_36_num_qubits_3,70.0,38.0,10.0,80.0,-0.017759084701538086,7.0
255,tpar,50.0,3.0,qubits/i_36_num_qubits_3,67.0,46.0,8.0,75.0,-0.1335759162902832,21.0
256,voqc,50.0,3.0,qubits/i_36_num_qubits_3,85.0,45.0,8.0,93.0,-0.10647106170654297,7.0
257,qfast,50.0,3.0,qubits/i_36_num_qubits_3,21.0,27.0,24.0,45.0,-0.45816659927368164,7.0
258,pyzx,50.0,3.0,qubits/i_36_num_qubits_3,24.0,22.0,6.0,30.0,-0.060202836990356445,9.0
259,default,50.0,3.0,qubits/i_37_num_qubits_3,66.0,42.0,14.0,80.0,-4.76837158203125e-07,7.0
260,tket,50.0,3.0,qubits/i_37_num_qubits_3,46.0,26.0,10.0,56.0,-0.05241894721984863,6.0
261,qiskit,50.0,3.0,qubits/i_37_num_qubits_3,66.0,42.0,14.0,80.0,-0.018243789672851562,7.0
262,tpar,50.0,3.0,qubits/i_37_num_qubits_3,67.0,47.0,10.0,77.0,-0.07217788696289062,17.0
263,voqc,50.0,3.0,qubits/i_37_num_qubits_3,87.0,52.0,10.0,97.0,-0.17009544372558594,7.0
264,qfast,50.0,3.0,qubits/i_37_num_qubits_3,24.0,32.0,27.0,51.0,-1.1700975894927979,8.0
265,pyzx,50.0,3.0,qubits/i_37_num_qubits_3,46.0,38.0,10.0,56.0,-0.06346631050109863,20.0
266,default,50.0,3.0,qubits/i_38_num_qubits_3,63.0,45.0,13.0,76.0,-7.152557373046875e-07,9.0
267,tket,50.0,3.0,qubits/i_38_num_qubits_3,43.0,28.0,7.0,50.0,-0.05096101760864258,8.0
268,qiskit,50.0,3.0,qubits/i_38_num_qubits_3,63.0,45.0,13.0,76.0,-0.017835378646850586,9.0
269,tpar,50.0,3.0,qubits/i_38_num_qubits_3,74.0,54.0,9.0,83.0,-0.13826203346252441,30.0
270,voqc,50.0,3.0,qubits/i_38_num_qubits_3,86.0,60.0,9.0,95.0,-0.10671710968017578,9.0
271,qfast,50.0,3.0,qubits/i_38_num_qubits_3,24.0,35.0,27.0,51.0,-0.8854892253875732,8.0
272,pyzx,50.0,3.0,qubits/i_38_num_qubits_3,29.0,24.0,7.0,36.0,-0.06373953819274902,13.0
273,default,50.0,3.0,qubits/i_39_num_qubits_3,70.0,53.0,10.0,80.0,-7.152557373046875e-07,14.0
274,tket,50.0,3.0,qubits/i_39_num_qubits_3,45.0,35.0,8.0,53.0,-0.05278301239013672,10.0
275,qiskit,50.0,3.0,qubits/i_39_num_qubits_3,70.0,53.0,10.0,80.0,-0.02051520347595215,14.0
276,tpar,50.0,3.0,qubits/i_39_num_qubits_3,74.0,59.0,8.0,82.0,-0.13666415214538574,32.0
277,voqc,50.0,3.0,qubits/i_39_num_qubits_3,93.0,67.0,8.0,101.0,-0.10927438735961914,12.0
278,qfast,50.0,3.0,qubits/i_39_num_qubits_3,30.0,42.0,33.0,63.0,-1.471925973892212,10.0
279,pyzx,50.0,3.0,qubits/i_39_num_qubits_3,39.0,30.0,8.0,47.0,-0.06267499923706055,13.0
280,default,50.0,3.0,qubits/i_40_num_qubits_3,66.0,43.0,10.0,76.0,-9.5367431640625e-07,16.0
281,tket,50.0,3.0,qubits/i_40_num_qubits_3,47.0,32.0,11.0,58.0,-0.05426764488220215,9.0
282,qiskit,50.0,3.0,qubits/i_40_num_qubits_3,64.0,41.0,10.0,74.0,-0.01872110366821289,14.0
283,tpar,50.0,3.0,qubits/i_40_num_qubits_3,76.0,51.0,8.0,84.0,-0.13664937019348145,30.0
284,voqc,50.0,3.0,qubits/i_40_num_qubits_3,86.0,61.0,8.0,94.0,-0.10967040061950684,14.0
285,qfast,50.0,3.0,qubits/i_40_num_qubits_3,27.0,35.0,24.0,51.0,-0.8560342788696289,8.0
286,pyzx,50.0,3.0,qubits/i_40_num_qubits_3,30.0,30.0,8.0,38.0,-0.060768842697143555,9.0
287,default,50.0,3.0,qubits/i_41_num_qubits_3,64.0,45.0,8.0,72.0,-4.76837158203125e-07,17.0
288,tket,50.0,3.0,qubits/i_41_num_qubits_3,39.0,27.0,13.0,52.0,-0.05505037307739258,8.0
289,qiskit,50.0,3.0,qubits/i_41_num_qubits_3,64.0,45.0,8.0,72.0,-0.019207477569580078,17.0
290,tpar,50.0,3.0,qubits/i_41_num_qubits_3,65.0,54.0,8.0,73.0,-0.1358470916748047,28.0
291,voqc,50.0,3.0,qubits/i_41_num_qubits_3,83.0,59.0,8.0,91.0,-0.10952353477478027,17.0
292,qfast,50.0,3.0,qubits/i_41_num_qubits_3,24.0,32.0,27.0,51.0,-0.7432496547698975,8.0
293,pyzx,50.0,3.0,qubits/i_41_num_qubits_3,32.0,28.0,8.0,40.0,-0.061955928802490234,13.0
294,default,50.0,3.0,qubits/i_42_num_qubits_3,49.0,35.0,19.0,68.0,-4.76837158203125e-07,9.0
295,tket,50.0,3.0,qubits/i_42_num_qubits_3,35.0,22.0,11.0,46.0,-0.04979729652404785,5.0
296,qiskit,50.0,3.0,qubits/i_42_num_qubits_3,49.0,35.0,19.0,68.0,-0.016194581985473633,9.0
297,tpar,50.0,3.0,qubits/i_42_num_qubits_3,66.0,52.0,7.0,73.0,-0.13065290451049805,29.0
298,voqc,50.0,3.0,qubits/i_42_num_qubits_3,64.0,44.0,7.0,71.0,-0.10029101371765137,9.0
299,qfast,50.0,3.0,qubits/i_42_num_qubits_3,19.0,25.0,20.0,39.0,-0.3226919174194336,6.0
300,pyzx,50.0,3.0,qubits/i_42_num_qubits_3,25.0,24.0,7.0,32.0,-0.05799460411071777,9.0
301,default,50.0,3.0,qubits/i_43_num_qubits_3,58.0,35.0,14.0,72.0,-7.152557373046875e-07,9.0
302,tket,50.0,3.0,qubits/i_43_num_qubits_3,28.0,18.0,8.0,36.0,-0.04894137382507324,3.0
303,qiskit,50.0,3.0,qubits/i_43_num_qubits_3,54.0,31.0,14.0,68.0,-0.015891551971435547,5.0
304,tpar,50.0,3.0,qubits/i_43_num_qubits_3,56.0,37.0,6.0,62.0,-0.13286304473876953,17.0
305,voqc,50.0,3.0,qubits/i_43_num_qubits_3,67.0,33.0,6.0,73.0,-0.10072922706604004,5.0
306,qfast,50.0,3.0,qubits/i_43_num_qubits_3,26.0,35.0,25.0,51.0,-0.7762067317962646,8.0
307,pyzx,50.0,3.0,qubits/i_43_num_qubits_3,22.0,17.0,4.0,26.0,-0.056569576263427734,8.0
308,default,50.0,3.0,qubits/i_44_num_qubits_3,66.0,40.0,8.0,74.0,-9.5367431640625e-07,11.0
309,tket,50.0,3.0,qubits/i_44_num_qubits_3,57.0,34.0,9.0,66.0,-0.052184104919433594,8.0
310,qiskit,50.0,3.0,qubits/i_44_num_qubits_3,64.0,39.0,8.0,72.0,-0.017207860946655273,9.0
311,tpar,50.0,3.0,qubits/i_44_num_qubits_3,67.0,45.0,8.0,75.0,-0.13182473182678223,19.0
312,voqc,50.0,3.0,qubits/i_44_num_qubits_3,82.0,53.0,8.0,90.0,-0.10455036163330078,9.0
313,qfast,50.0,3.0,qubits/i_44_num_qubits_3,24.0,32.0,27.0,51.0,-1.4093644618988037,8.0
314,pyzx,50.0,3.0,qubits/i_44_num_qubits_3,38.0,36.0,8.0,46.0,-0.0604100227355957,18.0
315,default,50.0,3.0,qubits/i_45_num_qubits_3,68.0,43.0,12.0,80.0,-4.76837158203125e-07,16.0
316,tket,50.0,3.0,qubits/i_45_num_qubits_3,69.0,41.0,6.0,75.0,-0.0559239387512207,13.0
317,qiskit,50.0,3.0,qubits/i_45_num_qubits_3,68.0,43.0,12.0,80.0,-0.02023482322692871,16.0
318,tpar,50.0,3.0,qubits/i_45_num_qubits_3,79.0,56.0,6.0,85.0,-0.1366865634918213,31.0
319,voqc,50.0,3.0,qubits/i_45_num_qubits_3,111.0,65.0,6.0,117.0,-0.11389875411987305,16.0
320,qfast,50.0,3.0,qubits/i_45_num_qubits_3,27.0,34.0,30.0,57.0,-1.7229804992675781,9.0
321,pyzx,50.0,3.0,qubits/i_45_num_qubits_3,31.0,35.0,6.0,37.0,-0.06150102615356445,15.0
322,default,50.0,3.0,qubits/i_46_num_qubits_3,52.0,39.0,14.0,66.0,-9.5367431640625e-07,11.0
323,tket,50.0,3.0,qubits/i_46_num_qubits_3,25.0,17.0,7.0,32.0,-0.0493931770324707,3.0
324,qiskit,50.0,3.0,qubits/i_46_num_qubits_3,50.0,39.0,14.0,64.0,-0.016370534896850586,9.0
325,tpar,50.0,3.0,qubits/i_46_num_qubits_3,52.0,38.0,8.0,60.0,-0.13159775733947754,18.0
326,voqc,50.0,3.0,qubits/i_46_num_qubits_3,55.0,47.0,8.0,63.0,-0.10068702697753906,7.0
327,qfast,50.0,3.0,qubits/i_46_num_qubits_3,13.0,13.0,8.0,21.0,-0.20578551292419434,3.0
328,pyzx,50.0,3.0,qubits/i_46_num_qubits_3,23.0,21.0,8.0,31.0,-0.05532121658325195,7.0
329,default,50.0,3.0,qubits/i_47_num_qubits_3,56.0,44.0,16.0,72.0,-4.76837158203125e-07,12.0
330,tket,50.0,3.0,qubits/i_47_num_qubits_3,39.0,27.0,10.0,49.0,-0.05101132392883301,7.0
331,qiskit,50.0,3.0,qubits/i_47_num_qubits_3,54.0,42.0,16.0,70.0,-0.017241477966308594,10.0
332,tpar,50.0,3.0,qubits/i_47_num_qubits_3,63.0,51.0,8.0,71.0,-0.1340928077697754,28.0
333,voqc,50.0,3.0,qubits/i_47_num_qubits_3,67.0,47.0,8.0,75.0,-0.10357952117919922,10.0
334,qfast,50.0,3.0,qubits/i_47_num_qubits_3,29.0,32.0,22.0,51.0,-1.65582275390625,8.0
335,pyzx,50.0,3.0,qubits/i_47_num_qubits_3,38.0,38.0,8.0,46.0,-0.06450414657592773,18.0
336,default,50.0,3.0,qubits/i_48_num_qubits_3,65.0,42.0,9.0,74.0,-4.76837158203125e-07,14.0
337,tket,50.0,3.0,qubits/i_48_num_qubits_3,44.0,29.0,6.0,50.0,-0.05098843574523926,9.0
338,qiskit,50.0,3.0,qubits/i_48_num_qubits_3,65.0,42.0,9.0,74.0,-0.017222166061401367,14.0
339,tpar,50.0,3.0,qubits/i_48_num_qubits_3,59.0,40.0,7.0,66.0,-0.13125109672546387,20.0
340,voqc,50.0,3.0,qubits/i_48_num_qubits_3,67.0,44.0,7.0,74.0,-0.10464835166931152,12.0
341,qfast,50.0,3.0,qubits/i_48_num_qubits_3,21.0,27.0,24.0,45.0,-1.043884515762329,7.0
342,pyzx,50.0,3.0,qubits/i_48_num_qubits_3,29.0,30.0,5.0,34.0,-0.0613856315612793,14.0
343,default,50.0,3.0,qubits/i_49_num_qubits_3,70.0,48.0,12.0,82.0,-7.152557373046875e-07,10.0
344,tket,50.0,3.0,qubits/i_49_num_qubits_3,44.0,32.0,6.0,50.0,-0.05382084846496582,6.0
345,qiskit,50.0,3.0,qubits/i_49_num_qubits_3,70.0,48.0,12.0,82.0,-0.018967390060424805,10.0
346,tpar,50.0,3.0,qubits/i_49_num_qubits_3,61.0,38.0,6.0,67.0,-0.13278818130493164,12.0
347,voqc,50.0,3.0,qubits/i_49_num_qubits_3,94.0,66.0,6.0,100.0,-0.11015748977661133,10.0
348,qfast,50.0,3.0,qubits/i_49_num_qubits_3,21.0,30.0,24.0,45.0,-0.7583260536193848,7.0
349,pyzx,50.0,3.0,qubits/i_49_num_qubits_3,30.0,29.0,6.0,36.0,-0.060900211334228516,10.0
350,default,50.0,4.0,qubits/i_0_num_qubits_4,65.0,38.0,9.0,74.0,-7.152557373046875e-07,18.0
351,tket,50.0,4.0,qubits/i_0_num_qubits_4,54.0,29.0,5.0,59.0,-0.0554652214050293,9.0
352,qiskit,50.0,4.0,qubits/i_0_num_qubits_4,61.0,36.0,9.0,70.0,-0.021283626556396484,14.0
353,tpar,50.0,4.0,qubits/i_0_num_qubits_4,98.0,71.0,5.0,103.0,-0.14387989044189453,60.0
354,voqc,50.0,4.0,qubits/i_0_num_qubits_4,79.0,54.0,5.0,84.0,-0.11059856414794922,14.0
355,qfast,50.0,4.0,qubits/i_0_num_qubits_4,51.0,55.0,69.0,120.0,-8.877211093902588,17.0
356,pyzx,50.0,4.0,qubits/i_0_num_qubits_4,43.0,33.0,5.0,48.0,-0.0655205249786377,24.0
357,default,50.0,4.0,qubits/i_1_num_qubits_4,59.0,33.0,15.0,74.0,-4.76837158203125e-07,15.0
358,tket,50.0,4.0,qubits/i_1_num_qubits_4,45.0,26.0,9.0,54.0,-0.05395865440368652,11.0
359,qiskit,50.0,4.0,qubits/i_1_num_qubits_4,59.0,33.0,15.0,74.0,-0.019650697708129883,15.0
360,tpar,50.0,4.0,qubits/i_1_num_qubits_4,73.0,52.0,9.0,82.0,-0.13959336280822754,37.0
361,voqc,50.0,4.0,qubits/i_1_num_qubits_4,88.0,48.0,9.0,97.0,-0.11192750930786133,15.0
362,qfast,50.0,4.0,qubits/i_1_num_qubits_4,69.0,104.0,93.0,162.0,-32.8599853515625,23.0
363,pyzx,50.0,4.0,qubits/i_1_num_qubits_4,44.0,38.0,7.0,51.0,-0.0692756175994873,23.0
364,default,50.0,4.0,qubits/i_2_num_qubits_4,59.0,38.0,15.0,74.0,-4.76837158203125e-07,17.0
365,tket,50.0,4.0,qubits/i_2_num_qubits_4,55.0,29.0,11.0,66.0,-0.05614066123962402,13.0
366,qiskit,50.0,4.0,qubits/i_2_num_qubits_4,59.0,38.0,15.0,74.0,-0.019937992095947266,17.0
367,tpar,50.0,4.0,qubits/i_2_num_qubits_4,97.0,68.0,9.0,106.0,-0.14518165588378906,58.0
368,voqc,50.0,4.0,qubits/i_2_num_qubits_4,81.0,44.0,9.0,90.0,-0.11090874671936035,17.0
369,qfast,50.0,4.0,qubits/i_2_num_qubits_4,93.0,140.0,123.0,216.0,-53.6504180431366,31.0
370,pyzx,50.0,4.0,qubits/i_2_num_qubits_4,47.0,41.0,9.0,56.0,-0.06906437873840332,27.0
371,default,50.0,4.0,qubits/i_3_num_qubits_4,55.0,34.0,13.0,68.0,-4.76837158203125e-07,15.0
372,tket,50.0,4.0,qubits/i_3_num_qubits_4,47.0,26.0,5.0,52.0,-0.04971623420715332,11.0
373,qiskit,50.0,4.0,qubits/i_3_num_qubits_4,53.0,34.0,13.0,66.0,-0.07833218574523926,13.0
374,tpar,50.0,4.0,qubits/i_3_num_qubits_4,63.0,40.0,5.0,68.0,-0.0720970630645752,29.0
375,voqc,50.0,4.0,qubits/i_3_num_qubits_4,69.0,38.0,5.0,74.0,-0.10471487045288086,11.0
376,qfast,50.0,4.0,qubits/i_3_num_qubits_4,45.0,65.0,61.0,106.0,-8.523331642150879,15.0
377,pyzx,50.0,4.0,qubits/i_3_num_qubits_4,47.0,35.0,5.0,52.0,-0.06417226791381836,23.0
378,default,50.0,4.0,qubits/i_4_num_qubits_4,80.0,34.0,8.0,88.0,-7.152557373046875e-07,10.0
379,tket,50.0,4.0,qubits/i_4_num_qubits_4,47.0,22.0,6.0,53.0,-0.054422616958618164,6.0
380,qiskit,50.0,4.0,qubits/i_4_num_qubits_4,80.0,34.0,8.0,88.0,-0.07910919189453125,10.0
381,tpar,50.0,4.0,qubits/i_4_num_qubits_4,76.0,47.0,6.0,82.0,-0.07485604286193848,26.0
382,voqc,50.0,4.0,qubits/i_4_num_qubits_4,119.0,48.0,6.0,125.0,-0.1146092414855957,10.0
383,qfast,50.0,4.0,qubits/i_4_num_qubits_4,36.0,44.0,50.0,86.0,-10.65224003791809,12.0
384,pyzx,50.0,4.0,qubits/i_4_num_qubits_4,40.0,33.0,6.0,46.0,-0.06489229202270508,18.0
385,default,50.0,4.0,qubits/i_5_num_qubits_4,63.0,33.0,13.0,76.0,-4.76837158203125e-07,12.0
386,tket,50.0,4.0,qubits/i_5_num_qubits_4,50.0,36.0,7.0,57.0,-0.11325740814208984,9.0
387,qiskit,50.0,4.0,qubits/i_5_num_qubits_4,63.0,33.0,13.0,76.0,-0.018500566482543945,12.0
388,tpar,50.0,4.0,qubits/i_5_num_qubits_4,82.0,50.0,5.0,87.0,-0.07730507850646973,32.0
389,voqc,50.0,4.0,qubits/i_5_num_qubits_4,84.0,47.0,5.0,89.0,-0.10743975639343262,10.0
390,qfast,50.0,4.0,qubits/i_5_num_qubits_4,42.0,52.0,56.0,98.0,-4.453530550003052,14.0
391,pyzx,50.0,4.0,qubits/i_5_num_qubits_4,37.0,31.0,5.0,42.0,-0.06314325332641602,17.0
392,default,50.0,4.0,qubits/i_6_num_qubits_4,60.0,43.0,14.0,74.0,-7.152557373046875e-07,11.0
393,tket,50.0,4.0,qubits/i_6_num_qubits_4,35.0,22.0,6.0,41.0,-0.10800743103027344,4.0
394,qiskit,50.0,4.0,qubits/i_6_num_qubits_4,54.0,39.0,14.0,68.0,-0.015210628509521484,5.0
395,tpar,50.0,4.0,qubits/i_6_num_qubits_4,40.0,27.0,6.0,46.0,-0.0653989315032959,9.0
396,voqc,50.0,4.0,qubits/i_6_num_qubits_4,46.0,30.0,6.0,52.0,-0.0968940258026123,5.0
397,qfast,50.0,4.0,qubits/i_6_num_qubits_4,39.0,65.0,51.0,90.0,-3.844675302505493,13.0
398,pyzx,50.0,4.0,qubits/i_6_num_qubits_4,25.0,19.0,6.0,31.0,-0.055213212966918945,7.0
399,default,50.0,4.0,qubits/i_7_num_qubits_4,60.0,32.0,14.0,74.0,-4.76837158203125e-07,15.0
400,tket,50.0,4.0,qubits/i_7_num_qubits_4,44.0,24.0,6.0,50.0,-0.0526118278503418,10.0
401,qiskit,50.0,4.0,qubits/i_7_num_qubits_4,58.0,31.0,14.0,72.0,-0.07740902900695801,13.0
402,tpar,50.0,4.0,qubits/i_7_num_qubits_4,68.0,45.0,8.0,76.0,-0.07340717315673828,30.0
403,voqc,50.0,4.0,qubits/i_7_num_qubits_4,88.0,43.0,8.0,96.0,-0.10851764678955078,13.0
404,qfast,50.0,4.0,qubits/i_7_num_qubits_4,51.0,74.0,69.0,120.0,-9.941518783569336,17.0
405,pyzx,50.0,4.0,qubits/i_7_num_qubits_4,38.0,33.0,6.0,44.0,-0.06501579284667969,22.0
406,default,50.0,4.0,qubits/i_8_num_qubits_4,61.0,33.0,15.0,76.0,-7.152557373046875e-07,12.0
407,tket,50.0,4.0,qubits/i_8_num_qubits_4,38.0,30.0,9.0,47.0,-0.11168026924133301,10.0
408,qiskit,50.0,4.0,qubits/i_8_num_qubits_4,61.0,33.0,15.0,76.0,-0.01883387565612793,12.0
409,tpar,50.0,4.0,qubits/i_8_num_qubits_4,67.0,48.0,9.0,76.0,-0.07659339904785156,28.0
410,voqc,50.0,4.0,qubits/i_8_num_qubits_4,90.0,43.0,9.0,99.0,-0.11127114295959473,12.0
411,qfast,50.0,4.0,qubits/i_8_num_qubits_4,60.0,96.0,82.0,142.0,-31.366828441619873,20.0
412,pyzx,50.0,4.0,qubits/i_8_num_qubits_4,43.0,38.0,9.0,52.0,-0.06601238250732422,22.0
413,default,50.0,4.0,qubits/i_9_num_qubits_4,70.0,34.0,10.0,80.0,-7.152557373046875e-07,10.0
414,tket,50.0,4.0,qubits/i_9_num_qubits_4,45.0,28.0,6.0,51.0,-0.11276745796203613,7.0
415,qiskit,50.0,4.0,qubits/i_9_num_qubits_4,70.0,34.0,10.0,80.0,-0.019396543502807617,10.0
416,tpar,50.0,4.0,qubits/i_9_num_qubits_4,78.0,47.0,4.0,82.0,-0.07636356353759766,30.0
417,voqc,50.0,4.0,qubits/i_9_num_qubits_4,94.0,51.0,4.0,98.0,-0.1100163459777832,10.0
418,qfast,50.0,4.0,qubits/i_9_num_qubits_4,42.0,57.0,56.0,98.0,-6.755450010299683,14.0
419,pyzx,50.0,4.0,qubits/i_9_num_qubits_4,36.0,31.0,4.0,40.0,-0.06261301040649414,22.0
420,default,50.0,4.0,qubits/i_10_num_qubits_4,83.0,34.0,11.0,94.0,-7.152557373046875e-07,8.0
421,tket,50.0,4.0,qubits/i_10_num_qubits_4,43.0,24.0,7.0,50.0,-0.1096951961517334,7.0
422,qiskit,50.0,4.0,qubits/i_10_num_qubits_4,83.0,34.0,11.0,94.0,-0.018146514892578125,8.0
423,tpar,50.0,4.0,qubits/i_10_num_qubits_4,64.0,38.0,9.0,73.0,-0.07315516471862793,23.0
424,voqc,50.0,4.0,qubits/i_10_num_qubits_4,99.0,38.0,9.0,108.0,-0.11024594306945801,8.0
425,qfast,50.0,4.0,qubits/i_10_num_qubits_4,99.0,113.0,127.0,226.0,-43.85364747047424,33.0
426,pyzx,50.0,4.0,qubits/i_10_num_qubits_4,31.0,29.0,7.0,38.0,-0.06414127349853516,15.0
427,default,50.0,4.0,qubits/i_11_num_qubits_4,72.0,41.0,10.0,82.0,-7.152557373046875e-07,14.0
428,tket,50.0,4.0,qubits/i_11_num_qubits_4,35.0,26.0,8.0,43.0,-0.05190277099609375,9.0
429,qiskit,50.0,4.0,qubits/i_11_num_qubits_4,72.0,41.0,10.0,82.0,-0.02176952362060547,14.0
430,tpar,50.0,4.0,qubits/i_11_num_qubits_4,77.0,52.0,8.0,85.0,-0.07838869094848633,29.0
431,voqc,50.0,4.0,qubits/i_11_num_qubits_4,113.0,66.0,8.0,121.0,-0.1188809871673584,14.0
432,qfast,50.0,4.0,qubits/i_11_num_qubits_4,72.0,91.0,94.0,166.0,-19.447683811187744,24.0
433,pyzx,50.0,4.0,qubits/i_11_num_qubits_4,39.0,26.0,8.0,47.0,-0.06638956069946289,20.0
434,default,50.0,4.0,qubits/i_12_num_qubits_4,63.0,34.0,17.0,80.0,-9.5367431640625e-07,7.0
435,tket,50.0,4.0,qubits/i_12_num_qubits_4,32.0,19.0,9.0,41.0,-0.04774332046508789,7.0
436,qiskit,50.0,4.0,qubits/i_12_num_qubits_4,63.0,34.0,17.0,80.0,-0.017295360565185547,7.0
437,tpar,50.0,4.0,qubits/i_12_num_qubits_4,54.0,31.0,9.0,63.0,-0.07213234901428223,19.0
438,voqc,50.0,4.0,qubits/i_12_num_qubits_4,68.0,39.0,9.0,77.0,-0.10298037528991699,7.0
439,qfast,50.0,4.0,qubits/i_12_num_qubits_4,39.0,44.0,53.0,92.0,-5.351979732513428,13.0
440,pyzx,50.0,4.0,qubits/i_12_num_qubits_4,41.0,36.0,9.0,50.0,-0.0662693977355957,17.0
441,default,50.0,4.0,qubits/i_13_num_qubits_4,69.0,39.0,9.0,78.0,-7.152557373046875e-07,10.0
442,tket,50.0,4.0,qubits/i_13_num_qubits_4,44.0,27.0,7.0,51.0,-0.04943418502807617,8.0
443,qiskit,50.0,4.0,qubits/i_13_num_qubits_4,67.0,37.0,9.0,76.0,-0.017297744750976562,8.0
444,tpar,50.0,4.0,qubits/i_13_num_qubits_4,55.0,34.0,7.0,62.0,-0.06963229179382324,13.0
445,voqc,50.0,4.0,qubits/i_13_num_qubits_4,89.0,55.0,7.0,96.0,-0.10663461685180664,8.0
446,qfast,50.0,4.0,qubits/i_13_num_qubits_4,57.0,89.0,75.0,132.0,-19.104333639144897,19.0
447,pyzx,50.0,4.0,qubits/i_13_num_qubits_4,33.0,24.0,7.0,40.0,-0.058946847915649414,11.0
448,default,50.0,4.0,qubits/i_14_num_qubits_4,64.0,34.0,14.0,78.0,-4.76837158203125e-07,9.0
449,tket,50.0,4.0,qubits/i_14_num_qubits_4,51.0,26.0,6.0,57.0,-0.0511019229888916,7.0
450,qiskit,50.0,4.0,qubits/i_14_num_qubits_4,64.0,34.0,14.0,78.0,-0.01728963851928711,9.0
451,tpar,50.0,4.0,qubits/i_14_num_qubits_4,67.0,42.0,2.0,69.0,-0.07161927223205566,21.0
452,voqc,50.0,4.0,qubits/i_14_num_qubits_4,85.0,41.0,2.0,87.0,-0.10615682601928711,9.0
453,qfast,50.0,4.0,qubits/i_14_num_qubits_4,42.0,72.0,58.0,100.0,-6.17293643951416,14.0
454,pyzx,50.0,4.0,qubits/i_14_num_qubits_4,33.0,21.0,2.0,35.0,-0.059416770935058594,11.0
455,default,50.0,4.0,qubits/i_15_num_qubits_4,57.0,28.0,13.0,70.0,-9.5367431640625e-07,14.0
456,tket,50.0,4.0,qubits/i_15_num_qubits_4,51.0,24.0,9.0,60.0,-0.05309915542602539,11.0
457,qiskit,50.0,4.0,qubits/i_15_num_qubits_4,57.0,28.0,13.0,70.0,-0.018006086349487305,14.0
458,tpar,50.0,4.0,qubits/i_15_num_qubits_4,97.0,66.0,9.0,106.0,-0.08399391174316406,59.0
