,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
149,qiskit,50.0,4.0,default/cnot_pr/i_21_cnot_pr_0.1,74.0,30.0,16.0,90.0,0.1,0.0,-0.04591560363769531,5.0
150,tpar,50.0,4.0,default/cnot_pr/i_21_cnot_pr_0.1,57.0,32.0,8.0,65.0,0.1,0.0,-0.10045814514160156,12.0
151,voqc,50.0,4.0,default/cnot_pr/i_21_cnot_pr_0.1,94.0,46.0,8.0,102.0,0.1,0.0,-0.04717302322387695,5.0
152,qfast,50.0,4.0,default/cnot_pr/i_21_cnot_pr_0.1,21.0,22.0,21.0,42.0,0.1,0.0,-0.04373764991760254,6.0
153,pyzx,50.0,4.0,default/cnot_pr/i_21_cnot_pr_0.1,42.0,32.0,6.0,48.0,0.1,0.0,-0.0413355827331543,9.0
154,default,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,60.0,28.0,20.0,80.0,0.1,0.0,-0.04514598846435547,3.0
155,tket,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,18.0,15.0,4.0,22.0,0.1,0.0,-0.040702104568481445,3.0
156,qiskit,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,60.0,28.0,20.0,80.0,0.1,0.0,-0.045221805572509766,3.0
157,tpar,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,46.0,22.0,4.0,50.0,0.1,0.0,-0.04291963577270508,9.0
158,voqc,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,43.0,23.0,4.0,47.0,0.1,0.0,-0.04272055625915527,3.0
159,qfast,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,29.0,28.0,34.0,63.0,0.1,0.0,-0.047505855560302734,9.0
160,pyzx,50.0,4.0,default/cnot_pr/i_22_cnot_pr_0.1,27.0,15.0,4.0,31.0,0.1,0.0,-0.09694170951843262,3.0
