,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
194,qfast,50.0,3.0,default/qubits/i_27_num_qubits_3,31.0,36.0,25.0,56.0,0.0,0.0,-0.04613327980041504,9.0
195,pyzx,50.0,3.0,default/qubits/i_27_num_qubits_3,65.0,55.0,8.0,73.0,0.0,0.0,-0.04310131072998047,18.0
196,default,50.0,3.0,default/qubits/i_28_num_qubits_3,72.0,47.0,6.0,78.0,0.0,0.0,-0.04488182067871094,13.0
197,tket,50.0,3.0,default/qubits/i_28_num_qubits_3,45.0,32.0,11.0,56.0,0.0,0.0,-0.04378509521484375,11.0
198,qiskit,50.0,3.0,default/qubits/i_28_num_qubits_3,72.0,47.0,6.0,78.0,0.0,0.0,-0.04528617858886719,13.0
199,tpar,50.0,3.0,default/qubits/i_28_num_qubits_3,75.0,59.0,6.0,81.0,0.0,0.0,-0.046321868896484375,28.0
200,voqc,50.0,3.0,default/qubits/i_28_num_qubits_3,79.0,58.0,6.0,85.0,0.0,0.0,-0.1042318344116211,13.0
201,qfast,50.0,3.0,default/qubits/i_28_num_qubits_3,33.0,35.0,18.0,51.0,0.0,0.0,-0.04627227783203125,8.0
202,pyzx,50.0,3.0,default/qubits/i_28_num_qubits_3,62.0,53.0,6.0,68.0,0.0,0.0,-0.04371452331542969,17.0
203,default,50.0,3.0,default/qubits/i_29_num_qubits_3,56.0,49.0,12.0,68.0,0.0,0.0,-0.10468530654907227,18.0
204,tket,50.0,3.0,default/qubits/i_29_num_qubits_3,50.0,44.0,12.0,62.0,0.0,0.0,-0.043997764587402344,12.0
205,qiskit,50.0,3.0,default/qubits/i_29_num_qubits_3,56.0,49.0,12.0,68.0,0.0,0.0,-0.04554915428161621,18.0
206,tpar,50.0,3.0,default/qubits/i_29_num_qubits_3,69.0,63.0,10.0,79.0,0.0,0.0,-0.04742884635925293,35.0
207,voqc,50.0,3.0,default/qubits/i_29_num_qubits_3,70.0,57.0,10.0,80.0,0.0,0.0,-0.04590201377868652,18.0
208,qfast,50.0,3.0,default/qubits/i_29_num_qubits_3,23.0,25.0,16.0,39.0,0.0,0.0,-0.04362988471984863,6.0
209,pyzx,50.0,3.0,default/qubits/i_29_num_qubits_3,45.0,40.0,8.0,53.0,0.0,0.0,-0.04186701774597168,11.0
210,default,50.0,3.0,default/qubits/i_30_num_qubits_3,63.0,46.0,9.0,72.0,0.0,0.0,-0.044777870178222656,14.0
211,tket,50.0,3.0,default/qubits/i_30_num_qubits_3,43.0,32.0,5.0,48.0,0.0,0.0,-0.04305720329284668,8.0
212,qiskit,50.0,3.0,default/qubits/i_30_num_qubits_3,61.0,46.0,9.0,70.0,0.0,0.0,-0.04543304443359375,12.0
213,tpar,50.0,3.0,default/qubits/i_30_num_qubits_3,60.0,46.0,5.0,65.0,0.0,0.0,-0.10122895240783691,25.0
214,voqc,50.0,3.0,default/qubits/i_30_num_qubits_3,78.0,61.0,5.0,83.0,0.0,0.0,-0.04569053649902344,12.0
215,qfast,50.0,3.0,default/qubits/i_30_num_qubits_3,27.0,29.0,17.0,44.0,0.0,0.0,-0.04460930824279785,7.0
216,pyzx,50.0,3.0,default/qubits/i_30_num_qubits_3,43.0,33.0,5.0,48.0,0.0,0.0,-0.04108166694641113,12.0
217,default,50.0,3.0,default/qubits/i_31_num_qubits_3,62.0,55.0,12.0,74.0,0.0,0.0,-0.045844316482543945,14.0
218,tket,50.0,3.0,default/qubits/i_31_num_qubits_3,50.0,33.0,11.0,61.0,0.0,0.0,-0.04370689392089844,10.0
219,qiskit,50.0,3.0,default/qubits/i_31_num_qubits_3,60.0,53.0,12.0,72.0,0.0,0.0,-0.04489016532897949,12.0
220,tpar,50.0,3.0,default/qubits/i_31_num_qubits_3,67.0,60.0,6.0,73.0,0.0,0.0,-0.04554152488708496,30.0
221,voqc,50.0,3.0,default/qubits/i_31_num_qubits_3,73.0,60.0,6.0,79.0,0.0,0.0,-0.045798540115356445,12.0
222,qfast,50.0,3.0,default/qubits/i_31_num_qubits_3,25.0,22.0,14.0,39.0,0.0,0.0,-0.044081926345825195,6.0
223,pyzx,50.0,3.0,default/qubits/i_31_num_qubits_3,42.0,33.0,6.0,48.0,0.0,0.0,-0.04149580001831055,10.0
224,default,50.0,3.0,default/qubits/i_32_num_qubits_3,59.0,40.0,15.0,74.0,0.0,0.0,-0.045293569564819336,15.0
225,tket,50.0,3.0,default/qubits/i_32_num_qubits_3,46.0,41.0,11.0,57.0,0.0,0.0,-0.04351234436035156,11.0
226,qiskit,50.0,3.0,default/qubits/i_32_num_qubits_3,59.0,40.0,15.0,74.0,0.0,0.0,-0.04507613182067871,15.0
227,tpar,50.0,3.0,default/qubits/i_32_num_qubits_3,78.0,67.0,11.0,89.0,0.0,0.0,-0.04768061637878418,42.0
228,voqc,50.0,3.0,default/qubits/i_32_num_qubits_3,80.0,53.0,11.0,91.0,0.0,0.0,-0.04704141616821289,15.0
229,qfast,50.0,3.0,default/qubits/i_32_num_qubits_3,36.0,39.0,25.0,61.0,0.0,0.0,-0.04733896255493164,10.0
230,pyzx,50.0,3.0,default/qubits/i_32_num_qubits_3,77.0,59.0,11.0,88.0,0.0,0.0,-0.04370689392089844,20.0
231,default,50.0,3.0,default/qubits/i_33_num_qubits_3,75.0,51.0,7.0,82.0,0.0,0.0,-0.04569864273071289,16.0
232,tket,50.0,3.0,default/qubits/i_33_num_qubits_3,38.0,26.0,8.0,46.0,0.0,0.0,-0.0428471565246582,8.0
233,qiskit,50.0,3.0,default/qubits/i_33_num_qubits_3,71.0,47.0,7.0,78.0,0.0,0.0,-0.045181989669799805,12.0
234,tpar,50.0,3.0,default/qubits/i_33_num_qubits_3,65.0,51.0,5.0,70.0,0.0,0.0,-0.04582953453063965,25.0
235,voqc,50.0,3.0,default/qubits/i_33_num_qubits_3,102.0,70.0,5.0,107.0,0.0,0.0,-0.0482945442199707,12.0
236,qfast,50.0,3.0,default/qubits/i_33_num_qubits_3,24.0,32.0,20.0,44.0,0.0,0.0,-0.10122966766357422,7.0
237,pyzx,50.0,3.0,default/qubits/i_33_num_qubits_3,34.0,20.0,3.0,37.0,0.0,0.0,-0.04062008857727051,9.0
238,default,50.0,3.0,default/qubits/i_34_num_qubits_3,69.0,53.0,7.0,76.0,0.0,0.0,-0.04559040069580078,17.0
239,tket,50.0,3.0,default/qubits/i_34_num_qubits_3,52.0,36.0,7.0,59.0,0.0,0.0,-0.09966373443603516,6.0
240,qiskit,50.0,3.0,default/qubits/i_34_num_qubits_3,67.0,53.0,7.0,74.0,0.0,0.0,-0.0450444221496582,15.0
241,tpar,50.0,3.0,default/qubits/i_34_num_qubits_3,64.0,52.0,5.0,69.0,0.0,0.0,-0.045226335525512695,22.0
242,voqc,50.0,3.0,default/qubits/i_34_num_qubits_3,80.0,57.0,5.0,85.0,0.0,0.0,-0.04566144943237305,13.0
243,qfast,50.0,3.0,default/qubits/i_34_num_qubits_3,26.0,29.0,17.0,43.0,0.0,0.0,-0.04467630386352539,7.0
244,pyzx,50.0,3.0,default/qubits/i_34_num_qubits_3,48.0,37.0,5.0,53.0,0.0,0.0,-0.04258370399475098,16.0
245,default,50.0,3.0,default/qubits/i_35_num_qubits_3,70.0,46.0,12.0,82.0,0.0,0.0,-0.04518318176269531,11.0
246,tket,50.0,3.0,default/qubits/i_35_num_qubits_3,44.0,29.0,15.0,59.0,0.0,0.0,-0.04348421096801758,6.0
247,qiskit,50.0,3.0,default/qubits/i_35_num_qubits_3,68.0,44.0,12.0,80.0,0.0,0.0,-0.045705318450927734,9.0
248,tpar,50.0,3.0,default/qubits/i_35_num_qubits_3,59.0,43.0,10.0,69.0,0.0,0.0,-0.04555177688598633,13.0
249,voqc,50.0,3.0,default/qubits/i_35_num_qubits_3,103.0,67.0,10.0,113.0,0.0,0.0,-0.10538196563720703,9.0
250,qfast,50.0,3.0,default/qubits/i_35_num_qubits_3,35.0,34.0,22.0,57.0,0.0,0.0,-0.04665112495422363,9.0
251,pyzx,50.0,3.0,default/qubits/i_35_num_qubits_3,52.0,45.0,10.0,62.0,0.0,0.0,-0.04310488700866699,14.0
252,default,50.0,3.0,default/qubits/i_36_num_qubits_3,57.0,44.0,13.0,70.0,0.0,0.0,-0.10067319869995117,16.0
253,tket,50.0,3.0,default/qubits/i_36_num_qubits_3,43.0,38.0,9.0,52.0,0.0,0.0,-0.043558597564697266,12.0
254,qiskit,50.0,3.0,default/qubits/i_36_num_qubits_3,55.0,40.0,13.0,68.0,0.0,0.0,-0.044962406158447266,14.0
255,tpar,50.0,3.0,default/qubits/i_36_num_qubits_3,52.0,36.0,9.0,61.0,0.0,0.0,-0.044487953186035156,19.0
256,voqc,50.0,3.0,default/qubits/i_36_num_qubits_3,68.0,53.0,9.0,77.0,0.0,0.0,-0.045642852783203125,14.0
257,qfast,50.0,3.0,default/qubits/i_36_num_qubits_3,38.0,39.0,17.0,55.0,0.0,0.0,-0.04608035087585449,9.0
258,pyzx,50.0,3.0,default/qubits/i_36_num_qubits_3,58.0,50.0,7.0,65.0,0.0,0.0,-0.04251432418823242,18.0
259,default,50.0,3.0,default/qubits/i_37_num_qubits_3,51.0,42.0,13.0,64.0,0.0,0.0,-0.044526100158691406,16.0
260,tket,50.0,3.0,default/qubits/i_37_num_qubits_3,55.0,37.0,11.0,66.0,0.0,0.0,-0.04497504234313965,8.0
261,qiskit,50.0,3.0,default/qubits/i_37_num_qubits_3,49.0,40.0,13.0,62.0,0.0,0.0,-0.043900251388549805,14.0
262,tpar,50.0,3.0,default/qubits/i_37_num_qubits_3,68.0,61.0,9.0,77.0,0.0,0.0,-0.10237288475036621,38.0
263,voqc,50.0,3.0,default/qubits/i_37_num_qubits_3,61.0,52.0,9.0,70.0,0.0,0.0,-0.045281171798706055,14.0
264,qfast,50.0,3.0,default/qubits/i_37_num_qubits_3,22.0,27.0,20.0,42.0,0.0,0.0,-0.04486083984375,7.0
265,pyzx,50.0,3.0,default/qubits/i_37_num_qubits_3,60.0,41.0,9.0,69.0,0.0,0.0,-0.04315638542175293,15.0
266,default,50.0,3.0,default/qubits/i_38_num_qubits_3,49.0,39.0,17.0,66.0,0.0,0.0,-0.04385495185852051,11.0
267,tket,50.0,3.0,default/qubits/i_38_num_qubits_3,24.0,16.0,5.0,29.0,0.0,0.0,-0.04068803787231445,5.0
268,qiskit,50.0,3.0,default/qubits/i_38_num_qubits_3,45.0,37.0,17.0,62.0,0.0,0.0,-0.04345846176147461,7.0
269,tpar,50.0,3.0,default/qubits/i_38_num_qubits_3,44.0,29.0,5.0,49.0,0.0,0.0,-0.0425570011138916,13.0
270,voqc,50.0,3.0,default/qubits/i_38_num_qubits_3,54.0,36.0,5.0,59.0,0.0,0.0,-0.04350638389587402,7.0
271,qfast,50.0,3.0,default/qubits/i_38_num_qubits_3,30.0,29.0,14.0,44.0,0.0,0.0,-0.04451918601989746,7.0
272,pyzx,50.0,3.0,default/qubits/i_38_num_qubits_3,55.0,43.0,5.0,60.0,0.0,0.0,-0.04205012321472168,14.0
273,default,50.0,3.0,default/qubits/i_39_num_qubits_3,70.0,45.0,10.0,80.0,0.0,0.0,-0.04523825645446777,6.0
274,tket,50.0,3.0,default/qubits/i_39_num_qubits_3,34.0,24.0,4.0,38.0,0.0,0.0,-0.04214644432067871,5.0
275,qiskit,50.0,3.0,default/qubits/i_39_num_qubits_3,70.0,45.0,10.0,80.0,0.0,0.0,-0.04547834396362305,6.0
276,tpar,50.0,3.0,default/qubits/i_39_num_qubits_3,64.0,44.0,4.0,68.0,0.0,0.0,-0.045538902282714844,16.0
277,voqc,50.0,3.0,default/qubits/i_39_num_qubits_3,60.0,44.0,4.0,64.0,0.0,0.0,-0.04367232322692871,6.0
278,qfast,50.0,3.0,default/qubits/i_39_num_qubits_3,30.0,32.0,20.0,50.0,0.0,0.0,-0.04533815383911133,8.0
279,pyzx,50.0,3.0,default/qubits/i_39_num_qubits_3,54.0,35.0,4.0,58.0,0.0,0.0,-0.09791445732116699,15.0
280,default,50.0,3.0,default/qubits/i_40_num_qubits_3,80.0,44.0,8.0,88.0,0.0,0.0,-0.04631233215332031,12.0
281,tket,50.0,3.0,default/qubits/i_40_num_qubits_3,48.0,33.0,4.0,52.0,0.0,0.0,-0.043243408203125,9.0
282,qiskit,50.0,3.0,default/qubits/i_40_num_qubits_3,80.0,44.0,8.0,88.0,0.0,0.0,-0.10170507431030273,12.0
283,tpar,50.0,3.0,default/qubits/i_40_num_qubits_3,85.0,62.0,6.0,91.0,0.0,0.0,-0.04816436767578125,34.0
284,voqc,50.0,3.0,default/qubits/i_40_num_qubits_3,110.0,68.0,6.0,116.0,0.0,0.0,-0.04843425750732422,12.0
285,qfast,50.0,3.0,default/qubits/i_40_num_qubits_3,27.0,25.0,12.0,39.0,0.0,0.0,-0.04398226737976074,6.0
286,pyzx,50.0,3.0,default/qubits/i_40_num_qubits_3,48.0,32.0,4.0,52.0,0.0,0.0,-0.04187154769897461,14.0
287,default,50.0,3.0,default/qubits/i_41_num_qubits_3,75.0,43.0,11.0,86.0,0.0,0.0,-0.04589962959289551,14.0
288,tket,50.0,3.0,default/qubits/i_41_num_qubits_3,44.0,31.0,9.0,53.0,0.0,0.0,-0.04282784461975098,7.0
289,qiskit,50.0,3.0,default/qubits/i_41_num_qubits_3,75.0,43.0,11.0,86.0,0.0,0.0,-0.04589366912841797,14.0
290,tpar,50.0,3.0,default/qubits/i_41_num_qubits_3,77.0,54.0,7.0,84.0,0.0,0.0,-0.04767608642578125,29.0
291,voqc,50.0,3.0,default/qubits/i_41_num_qubits_3,109.0,67.0,7.0,116.0,0.0,0.0,-0.0498507022857666,14.0
292,qfast,50.0,3.0,default/qubits/i_41_num_qubits_3,25.0,37.0,25.0,50.0,0.0,0.0,-0.04558539390563965,8.0
293,pyzx,50.0,3.0,default/qubits/i_41_num_qubits_3,63.0,50.0,7.0,70.0,0.0,0.0,-0.04353761672973633,18.0
294,default,50.0,3.0,default/qubits/i_42_num_qubits_3,58.0,42.0,10.0,68.0,0.0,0.0,-0.0444180965423584,16.0
295,tket,50.0,3.0,default/qubits/i_42_num_qubits_3,37.0,25.0,9.0,46.0,0.0,0.0,-0.04238009452819824,5.0
296,qiskit,50.0,3.0,default/qubits/i_42_num_qubits_3,56.0,40.0,10.0,66.0,0.0,0.0,-0.04435396194458008,14.0
297,tpar,50.0,3.0,default/qubits/i_42_num_qubits_3,67.0,55.0,4.0,71.0,0.0,0.0,-0.04610848426818848,31.0
298,voqc,50.0,3.0,default/qubits/i_42_num_qubits_3,67.0,50.0,4.0,71.0,0.0,0.0,-0.10176324844360352,14.0
299,qfast,50.0,3.0,default/qubits/i_42_num_qubits_3,15.0,18.0,12.0,27.0,0.0,0.0,-0.04181694984436035,4.0
300,pyzx,50.0,3.0,default/qubits/i_42_num_qubits_3,24.0,22.0,4.0,28.0,0.0,0.0,-0.04039335250854492,4.0
301,default,50.0,3.0,default/qubits/i_43_num_qubits_3,57.0,43.0,13.0,70.0,0.0,0.0,-0.04453110694885254,14.0
302,tket,50.0,3.0,default/qubits/i_43_num_qubits_3,42.0,31.0,9.0,51.0,0.0,0.0,-0.04284167289733887,8.0
303,qiskit,50.0,3.0,default/qubits/i_43_num_qubits_3,57.0,43.0,13.0,70.0,0.0,0.0,-0.044649362564086914,14.0
304,tpar,50.0,3.0,default/qubits/i_43_num_qubits_3,65.0,53.0,9.0,74.0,0.0,0.0,-0.045652151107788086,28.0
305,voqc,50.0,3.0,default/qubits/i_43_num_qubits_3,79.0,63.0,9.0,88.0,0.0,0.0,-0.105010986328125,14.0
306,qfast,50.0,3.0,default/qubits/i_43_num_qubits_3,27.0,27.0,18.0,45.0,0.0,0.0,-0.04513859748840332,7.0
307,pyzx,50.0,3.0,default/qubits/i_43_num_qubits_3,50.0,44.0,9.0,59.0,0.0,0.0,-0.042772769927978516,13.0
308,default,50.0,3.0,default/qubits/i_44_num_qubits_3,71.0,55.0,9.0,80.0,0.0,0.0,-0.10221147537231445,15.0
309,tket,50.0,3.0,default/qubits/i_44_num_qubits_3,44.0,32.0,9.0,53.0,0.0,0.0,-0.04361891746520996,8.0
310,qiskit,50.0,3.0,default/qubits/i_44_num_qubits_3,69.0,53.0,9.0,78.0,0.0,0.0,-0.0458531379699707,13.0
311,tpar,50.0,3.0,default/qubits/i_44_num_qubits_3,54.0,36.0,5.0,59.0,0.0,0.0,-0.04420185089111328,14.0
312,voqc,50.0,3.0,default/qubits/i_44_num_qubits_3,71.0,46.0,5.0,76.0,0.0,0.0,-0.04523944854736328,9.0
313,qfast,50.0,3.0,default/qubits/i_44_num_qubits_3,28.0,27.0,17.0,45.0,0.0,0.0,-0.04442095756530762,7.0
314,pyzx,50.0,3.0,default/qubits/i_44_num_qubits_3,45.0,35.0,5.0,50.0,0.0,0.0,-0.041196346282958984,9.0
315,default,50.0,3.0,default/qubits/i_45_num_qubits_3,42.0,38.0,18.0,60.0,0.0,0.0,-0.04390978813171387,14.0
316,tket,50.0,3.0,default/qubits/i_45_num_qubits_3,24.0,25.0,8.0,32.0,0.0,0.0,-0.04165005683898926,8.0
317,qiskit,50.0,3.0,default/qubits/i_45_num_qubits_3,42.0,38.0,18.0,60.0,0.0,0.0,-0.04387068748474121,14.0
318,tpar,50.0,3.0,default/qubits/i_45_num_qubits_3,54.0,53.0,8.0,62.0,0.0,0.0,-0.04568362236022949,34.0
319,voqc,50.0,3.0,default/qubits/i_45_num_qubits_3,47.0,44.0,8.0,55.0,0.0,0.0,-0.04381752014160156,12.0
320,qfast,50.0,3.0,default/qubits/i_45_num_qubits_3,28.0,30.0,17.0,45.0,0.0,0.0,-0.045134544372558594,7.0
321,pyzx,50.0,3.0,default/qubits/i_45_num_qubits_3,58.0,44.0,8.0,66.0,0.0,0.0,-0.04310774803161621,15.0
322,default,50.0,3.0,default/qubits/i_46_num_qubits_3,62.0,53.0,10.0,72.0,0.0,0.0,-0.045142412185668945,14.0
323,tket,50.0,3.0,default/qubits/i_46_num_qubits_3,24.0,23.0,6.0,30.0,0.0,0.0,-0.04105377197265625,7.0
324,qiskit,50.0,3.0,default/qubits/i_46_num_qubits_3,58.0,46.0,10.0,68.0,0.0,0.0,-0.04469156265258789,10.0
325,tpar,50.0,3.0,default/qubits/i_46_num_qubits_3,52.0,43.0,8.0,60.0,0.0,0.0,-0.10305452346801758,26.0
326,voqc,50.0,3.0,default/qubits/i_46_num_qubits_3,74.0,60.0,8.0,82.0,0.0,0.0,-0.04541134834289551,10.0
327,qfast,50.0,3.0,default/qubits/i_46_num_qubits_3,26.0,30.0,19.0,45.0,0.0,0.0,-0.044622182846069336,7.0
328,pyzx,50.0,3.0,default/qubits/i_46_num_qubits_3,51.0,40.0,6.0,57.0,0.0,0.0,-0.042162418365478516,15.0
329,default,50.0,3.0,default/qubits/i_47_num_qubits_3,46.0,37.0,18.0,64.0,0.0,0.0,-0.04422879219055176,13.0
330,tket,50.0,3.0,default/qubits/i_47_num_qubits_3,41.0,29.0,8.0,49.0,0.0,0.0,-0.043094635009765625,6.0
331,qiskit,50.0,3.0,default/qubits/i_47_num_qubits_3,46.0,37.0,18.0,64.0,0.0,0.0,-0.04438018798828125,13.0
332,tpar,50.0,3.0,default/qubits/i_47_num_qubits_3,52.0,43.0,8.0,60.0,0.0,0.0,-0.10144305229187012,28.0
333,voqc,50.0,3.0,default/qubits/i_47_num_qubits_3,55.0,40.0,8.0,63.0,0.0,0.0,-0.044116973876953125,11.0
334,qfast,50.0,3.0,default/qubits/i_47_num_qubits_3,33.0,28.0,17.0,50.0,0.0,0.0,-0.04604172706604004,8.0
335,pyzx,50.0,3.0,default/qubits/i_47_num_qubits_3,53.0,38.0,8.0,61.0,0.0,0.0,-0.042311668395996094,11.0
336,default,50.0,3.0,default/qubits/i_48_num_qubits_3,61.0,39.0,17.0,78.0,0.0,0.0,-0.04543447494506836,9.0
337,tket,50.0,3.0,default/qubits/i_48_num_qubits_3,40.0,26.0,9.0,49.0,0.0,0.0,-0.043337345123291016,8.0
338,qiskit,50.0,3.0,default/qubits/i_48_num_qubits_3,61.0,39.0,17.0,78.0,0.0,0.0,-0.0456385612487793,9.0
339,tpar,50.0,3.0,default/qubits/i_48_num_qubits_3,62.0,46.0,9.0,71.0,0.0,0.0,-0.04541754722595215,22.0
340,voqc,50.0,3.0,default/qubits/i_48_num_qubits_3,93.0,55.0,9.0,102.0,0.0,0.0,-0.046881914138793945,9.0
341,qfast,50.0,3.0,default/qubits/i_48_num_qubits_3,30.0,33.0,26.0,56.0,0.0,0.0,-0.04666590690612793,9.0
342,pyzx,50.0,3.0,default/qubits/i_48_num_qubits_3,52.0,41.0,9.0,61.0,0.0,0.0,-0.09858298301696777,11.0
343,default,50.0,3.0,default/qubits/i_49_num_qubits_3,51.0,37.0,11.0,62.0,0.0,0.0,-0.04366302490234375,16.0
344,tket,50.0,3.0,default/qubits/i_49_num_qubits_3,39.0,26.0,1.0,40.0,0.0,0.0,-0.0417323112487793,7.0
345,qiskit,50.0,3.0,default/qubits/i_49_num_qubits_3,47.0,32.0,11.0,58.0,0.0,0.0,-0.10248994827270508,12.0
346,tpar,50.0,3.0,default/qubits/i_49_num_qubits_3,56.0,42.0,1.0,57.0,0.0,0.0,-0.04445290565490723,28.0
347,voqc,50.0,3.0,default/qubits/i_49_num_qubits_3,55.0,36.0,1.0,56.0,0.0,0.0,-0.04340529441833496,12.0
348,qfast,50.0,3.0,default/qubits/i_49_num_qubits_3,27.0,30.0,17.0,44.0,0.0,0.0,-0.04413127899169922,7.0
349,pyzx,50.0,3.0,default/qubits/i_49_num_qubits_3,32.0,24.0,1.0,33.0,0.0,0.0,-0.09656143188476562,7.0
350,default,50.0,4.0,default/qubits/i_0_num_qubits_4,70.0,44.0,10.0,80.0,0.0,0.0,-0.04565906524658203,11.0
351,tket,50.0,4.0,default/qubits/i_0_num_qubits_4,44.0,28.0,10.0,54.0,0.0,0.0,-0.043487548828125,9.0
352,qiskit,50.0,4.0,default/qubits/i_0_num_qubits_4,70.0,44.0,10.0,80.0,0.0,0.0,-0.10296511650085449,11.0
353,tpar,50.0,4.0,default/qubits/i_0_num_qubits_4,74.0,51.0,10.0,84.0,0.0,0.0,-0.048459529876708984,26.0
354,voqc,50.0,4.0,default/qubits/i_0_num_qubits_4,89.0,53.0,10.0,99.0,0.0,0.0,-0.0471339225769043,9.0
355,qfast,50.0,4.0,default/qubits/i_0_num_qubits_4,74.0,101.0,83.0,157.0,0.0,0.0,-0.11956191062927246,23.0
356,pyzx,50.0,4.0,default/qubits/i_0_num_qubits_4,66.0,44.0,10.0,76.0,0.0,0.0,-0.04366779327392578,17.0
357,default,50.0,4.0,default/qubits/i_1_num_qubits_4,63.0,29.0,11.0,74.0,0.0,0.0,-0.04445481300354004,10.0
358,tket,50.0,4.0,default/qubits/i_1_num_qubits_4,39.0,23.0,5.0,44.0,0.0,0.0,-0.09957480430603027,8.0
359,qiskit,50.0,4.0,default/qubits/i_1_num_qubits_4,61.0,28.0,11.0,72.0,0.0,0.0,-0.04488539695739746,8.0
360,tpar,50.0,4.0,default/qubits/i_1_num_qubits_4,57.0,35.0,5.0,62.0,0.0,0.0,-0.04499340057373047,18.0
361,voqc,50.0,4.0,default/qubits/i_1_num_qubits_4,81.0,41.0,5.0,86.0,0.0,0.0,-0.04609107971191406,8.0
362,qfast,50.0,4.0,default/qubits/i_1_num_qubits_4,60.0,91.0,72.0,132.0,0.0,0.0,-0.05683445930480957,19.0
363,pyzx,50.0,4.0,default/qubits/i_1_num_qubits_4,61.0,31.0,5.0,66.0,0.0,0.0,-0.04238772392272949,17.0
364,default,50.0,4.0,default/qubits/i_2_num_qubits_4,77.0,39.0,11.0,88.0,0.0,0.0,-0.04577350616455078,8.0
365,tket,50.0,4.0,default/qubits/i_2_num_qubits_4,39.0,22.0,7.0,46.0,0.0,0.0,-0.042645931243896484,6.0
366,qiskit,50.0,4.0,default/qubits/i_2_num_qubits_4,77.0,39.0,11.0,88.0,0.0,0.0,-0.04634380340576172,8.0
367,tpar,50.0,4.0,default/qubits/i_2_num_qubits_4,77.0,41.0,7.0,84.0,0.0,0.0,-0.04581189155578613,14.0
368,voqc,50.0,4.0,default/qubits/i_2_num_qubits_4,94.0,47.0,7.0,101.0,0.0,0.0,-0.047456979751586914,8.0
369,qfast,50.0,4.0,default/qubits/i_2_num_qubits_4,48.0,63.0,57.0,105.0,0.0,0.0,-0.05372142791748047,15.0
370,pyzx,50.0,4.0,default/qubits/i_2_num_qubits_4,86.0,55.0,7.0,93.0,0.0,0.0,-0.04429316520690918,25.0
371,default,50.0,4.0,default/qubits/i_3_num_qubits_4,70.0,35.0,8.0,78.0,0.0,0.0,-0.04514336585998535,16.0
372,tket,50.0,4.0,default/qubits/i_3_num_qubits_4,51.0,28.0,6.0,57.0,0.0,0.0,-0.046447038650512695,11.0
373,qiskit,50.0,4.0,default/qubits/i_3_num_qubits_4,70.0,35.0,8.0,78.0,0.0,0.0,-0.0464015007019043,16.0
374,tpar,50.0,4.0,default/qubits/i_3_num_qubits_4,80.0,49.0,6.0,86.0,0.0,0.0,-0.10683083534240723,35.0
375,voqc,50.0,4.0,default/qubits/i_3_num_qubits_4,102.0,51.0,6.0,108.0,0.0,0.0,-0.0487518310546875,16.0
376,qfast,50.0,4.0,default/qubits/i_3_num_qubits_4,87.0,88.0,83.0,170.0,0.0,0.0,-0.06283950805664062,25.0
377,pyzx,50.0,4.0,default/qubits/i_3_num_qubits_4,79.0,47.0,4.0,83.0,0.0,0.0,-0.10215234756469727,20.0
378,default,50.0,4.0,default/qubits/i_4_num_qubits_4,67.0,36.0,13.0,80.0,0.0,0.0,-0.04515194892883301,9.0
379,tket,50.0,4.0,default/qubits/i_4_num_qubits_4,33.0,24.0,7.0,40.0,0.0,0.0,-0.04185795783996582,9.0
380,qiskit,50.0,4.0,default/qubits/i_4_num_qubits_4,67.0,36.0,13.0,80.0,0.0,0.0,-0.10484957695007324,9.0
381,tpar,50.0,4.0,default/qubits/i_4_num_qubits_4,65.0,45.0,7.0,72.0,0.0,0.0,-0.045885562896728516,23.0
382,voqc,50.0,4.0,default/qubits/i_4_num_qubits_4,94.0,47.0,7.0,101.0,0.0,0.0,-0.04756641387939453,9.0
383,qfast,50.0,4.0,default/qubits/i_4_num_qubits_4,76.0,93.0,81.0,157.0,0.0,0.0,-0.11574482917785645,23.0
384,pyzx,50.0,4.0,default/qubits/i_4_num_qubits_4,67.0,42.0,7.0,74.0,0.0,0.0,-0.04362750053405762,15.0
385,default,50.0,4.0,default/qubits/i_5_num_qubits_4,66.0,40.0,14.0,80.0,0.0,0.0,-0.04482603073120117,9.0
386,tket,50.0,4.0,default/qubits/i_5_num_qubits_4,40.0,22.0,6.0,46.0,0.0,0.0,-0.10027456283569336,6.0
387,qiskit,50.0,4.0,default/qubits/i_5_num_qubits_4,64.0,39.0,14.0,78.0,0.0,0.0,-0.04517936706542969,7.0
388,tpar,50.0,4.0,default/qubits/i_5_num_qubits_4,52.0,37.0,6.0,58.0,0.0,0.0,-0.04435992240905762,20.0
389,voqc,50.0,4.0,default/qubits/i_5_num_qubits_4,74.0,34.0,6.0,80.0,0.0,0.0,-0.04569125175476074,7.0
390,qfast,50.0,4.0,default/qubits/i_5_num_qubits_4,43.0,60.0,42.0,85.0,0.0,0.0,-0.0503840446472168,12.0
391,pyzx,50.0,4.0,default/qubits/i_5_num_qubits_4,42.0,28.0,2.0,44.0,0.0,0.0,-0.0414891242980957,12.0
392,default,50.0,4.0,default/qubits/i_6_num_qubits_4,61.0,41.0,15.0,76.0,0.0,0.0,-0.045316457748413086,14.0
